OID_,REGION,TAZ,PUMA
3388,1,3177,2500300
3389,1,3179,2500300
3390,1,3181,2500300
3391,1,3182,2500300
3392,1,3109,2500300
3393,1,3120,2500300
3394,1,3125,2500300
3395,1,3183,2500300
3396,1,3199,2500300
3397,1,3204,2500300
3398,1,3205,2500300
3399,1,3206,2500300
3400,1,3207,2500300
3401,1,3208,2500300
3402,1,3211,2500300
3403,1,3214,2500300
3404,1,3218,2500300
3405,1,3232,2500300
3406,1,3233,2500300
3407,1,3234,2500300
3408,1,268,2503301
3409,1,266,2503301
3410,1,267,2503301
3411,1,269,2503301
3412,1,263,2503301
3414,1,265,2503301
3415,1,279,2503301
3417,1,273,2503301
3420,1,253,2503301
3421,1,224,2503301
3423,1,229,2503301
3424,1,221,2503301
3425,1,234,2503301
3426,1,236,2503301
3427,1,250,2503301
3428,1,252,2503301
3429,1,251,2503301
3430,1,260,2503301
3431,1,259,2503301
3432,1,280,2503301
3435,1,291,2503301
3437,1,248,2503301
3438,1,249,2503301
3439,1,258,2503301
3440,1,256,2503301
3441,1,257,2503301
3442,1,281,2503301
3443,1,282,2503301
3444,1,288,2503301
3445,1,289,2503301
3451,1,25,2503301
3452,1,270,2503301
3453,1,264,2503301
3454,1,272,2503301
3455,1,276,2503301
3458,1,254,2503301
3459,1,222,2503301
3460,1,277,2503301
3461,1,26,2503301
3462,1,271,2503301
3463,1,274,2503301
3464,1,278,2503301
3465,1,238,2503301
3466,1,242,2503301
3467,1,241,2503301
3468,1,247,2503301
3469,1,207,2503301
3470,1,213,2503301
3471,1,226,2503301
3472,1,216,2503301
3473,1,217,2503301
3474,1,214,2503301
3475,1,219,2503301
3476,1,231,2503301
3478,1,215,2503301
3479,1,210,2503301
3480,1,232,2503301
3481,1,227,2503301
3487,1,211,2503301
3488,1,209,2503301
3491,1,230,2503301
3493,1,233,2503301
3494,1,237,2503301
3497,1,239,2503301
3498,1,240,2503301
3499,1,223,2503301
3500,1,208,2503301
3501,1,712,2503301
3505,1,261,2503301
3509,1,243,2503301
3510,1,262,2503301
3511,1,246,2503301
3512,1,212,2503301
3513,1,225,2503301
3514,1,228,2503301
3515,1,218,2503301
3516,1,220,2503301
3517,1,245,2503301
3518,1,668,2503301
3521,1,22,2503301
3522,1,21,2503301
3528,1,275,2503301
3529,1,255,2503301
3531,1,235,2503301
3532,1,244,2503301
3539,1,409,2503305
3541,1,414,2503305
3543,1,419,2503305
3544,1,420,2503305
3545,1,418,2503305
3546,1,406,2503305
3547,1,410,2503305
3548,1,408,2503305
3549,1,421,2503305
3550,1,424,2503305
3551,1,351,2503305
3552,1,417,2503305
3554,1,415,2503305
3555,1,411,2503305
3556,1,265,2503305
3557,1,279,2503305
3558,1,432,2503305
3559,1,430,2503305
3562,1,436,2503305
3564,1,426,2503305
3565,1,434,2503305
3566,1,422,2503305
3567,1,413,2503305
3568,1,1053,2503305
3569,1,428,2503305
3570,1,416,2503305
3571,1,412,2503305
3572,1,437,2503305
3573,1,431,2503305
3574,1,427,2503305
3575,1,438,2503305
3576,1,440,2503305
3577,1,435,2503305
3578,1,433,2503305
3579,1,429,2503305
3580,1,425,2503305
3581,1,439,2503305
3582,1,306,2503305
3583,1,310,2503305
3584,1,423,2503305
3587,1,441,2503305
3588,1,307,2503305
3589,1,348,2503305
3590,1,311,2503305
3591,1,349,2503305
3592,1,297,2503305
3593,1,280,2503305
3594,1,281,2503305
3597,1,264,2503305
3598,1,272,2503305
3599,1,300,2503305
3600,1,299,2503305
3601,1,305,2503305
3602,1,308,2503305
3604,1,271,2503305
3605,1,274,2503305
3606,1,746,2503305
3607,1,302,2503305
3609,1,447,2503305
3610,1,444,2503305
3612,1,442,2503305
3613,1,443,2503305
3616,1,309,2503305
3617,1,347,2503305
3618,1,346,2503305
3619,1,745,2503305
3621,1,284,2503305
3622,1,293,2503305
3626,1,304,2503305
3627,1,343,2503305
3629,1,345,2503305
3632,1,344,2503305
3633,1,446,2503305
3634,1,445,2503305
3635,1,298,2503305
3636,1,303,2503305
3640,1,283,2503305
3641,1,1702,2503602
3643,1,1688,2503602
3645,1,1731,2503602
3649,1,1729,2503602
3650,1,1730,2503602
3651,1,1698,2503602
3653,1,1693,2503602
3654,1,1696,2503602
3655,1,1691,2503602
3658,1,1694,2503602
3659,1,1689,2503602
3660,1,1687,2503602
3662,1,1690,2503602
3663,1,1686,2503602
3664,1,1674,2503602
3666,1,1676,2503602
3667,1,1067,2503602
3668,1,1066,2503602
3669,1,1700,2503602
3672,1,1728,2503602
3674,1,1703,2503602
3676,1,1701,2503602
3679,1,1699,2503602
3680,1,1697,2503602
3684,1,1684,2503602
3685,1,1679,2503602
3686,1,1068,2503602
3689,1,1675,2503602
3690,1,1685,2503602
3691,1,1614,2503602
3693,1,1683,2503602
3694,1,1678,2503602
3696,1,1677,2503602
3698,1,1623,2503602
3699,1,1061,2503602
3701,1,1617,2503602
3702,1,1063,2503602
3703,1,1064,2503602
3705,1,1682,2503602
3706,1,1615,2503602
3707,1,1616,2503602
3708,1,1681,2503602
3709,1,1680,2503602
3710,1,1630,2503602
3711,1,1656,2503602
3713,1,1627,2503602
3715,1,1622,2503602
3716,1,1055,2503602
3717,1,1621,2503602
3718,1,1632,2503602
3720,1,1629,2503602
3721,1,1620,2503602
3722,1,1636,2503602
3723,1,1626,2503602
3724,1,1634,2503602
3726,1,1631,2503602
3729,1,1625,2503602
3730,1,1057,2503602
3732,1,1624,2503602
3734,1,1635,2503602
3736,1,1619,2503602
3737,1,1637,2503602
3739,1,1633,2503602
3740,1,1052,2503602
3741,1,1062,2503602
3742,1,1054,2503602
3743,1,1065,2503602
3744,1,1056,2503602
3745,1,1059,2503602
3747,1,1060,2503602
3751,1,1053,2503602
3755,1,1628,2503602
3756,1,1618,2503602
3757,1,1692,2503602
3759,1,1695,2503602
3760,1,1058,2503602
3761,1,1735,2504000
3768,1,1767,2504000
3770,1,1768,2504000
3771,1,1779,2504000
3772,1,1783,2504000
3773,1,1774,2504000
3775,1,1780,2504000
3776,1,1773,2504000
3777,1,1772,2504000
3778,1,1778,2504000
3779,1,1771,2504000
3780,1,1770,2504000
3781,1,1776,2504000
3782,1,1769,2504000
3784,1,1775,2504000
3785,1,1727,2504000
3787,1,1745,2504000
3788,1,1726,2504000
3790,1,1744,2504000
3791,1,1723,2504000
3792,1,1704,2504000
3795,1,1743,2504000
3796,1,1721,2504000
3797,1,1705,2504000
3798,1,1733,2504000
3799,1,1719,2504000
3800,1,1706,2504000
3801,1,1732,2504000
3802,1,1707,2504000
3804,1,1725,2504000
3805,1,1709,2504000
3806,1,1722,2504000
3807,1,1710,2504000
3808,1,1720,2504000
3810,1,1718,2504000
3811,1,1708,2504000
3812,1,1715,2504000
3813,1,1711,2504000
3814,1,1712,2504000
3816,1,1755,2504000
3817,1,1736,2504000
3820,1,1716,2504000
3822,1,1714,2504000
3824,1,1713,2504000
3826,1,1766,2504000
3827,1,1765,2504000
3828,1,1781,2504000
3829,1,1763,2504000
3830,1,1782,2504000
3831,1,1746,2504000
3832,1,1748,2504000
3833,1,1747,2504000
3834,1,1742,2504000
3835,1,1734,2504000
3836,1,1717,2504000
3837,1,1740,2504000
3838,1,1724,2504000
3839,1,1752,2504000
3840,1,1741,2504000
3841,1,1739,2504000
3842,1,1738,2504000
3843,1,1737,2504000
3844,1,1753,2504000
3846,1,1751,2504000
3848,1,1750,2504000
3849,1,1759,2504000
3850,1,1761,2504000
3851,1,1756,2504000
3852,1,1760,2504000
3853,1,1749,2504000
3854,1,1762,2504000
3855,1,1754,2504000
3857,1,1758,2504000
3860,1,1757,2504000
3862,1,1764,2504000
3864,1,1777,2504000
3866,1,1611,2503500
3867,1,1613,2503500
3869,1,1614,2503500
3870,1,1612,2503500
3875,1,1610,2503500
3876,1,1607,2503500
3878,1,1499,2503500
3881,1,1590,2503500
3882,1,1644,2503500
3885,1,1541,2503500
3886,1,1608,2503500
3887,1,1609,2503500
3890,1,1540,2503500
3891,1,1539,2503500
3892,1,1538,2503500
3893,1,1496,2503500
3894,1,1495,2503500
3895,1,1591,2503500
3897,1,1494,2503500
3898,1,1498,2503500
3901,1,1500,2503500
3902,1,1497,2503500
3903,1,1479,2503500
3904,1,1480,2503500
3906,1,1482,2503500
3907,1,1493,2503500
3908,1,1492,2503500
3909,1,1502,2503500
3910,1,1504,2503500
3911,1,1501,2503500
3924,1,1469,2503500
3927,1,1468,2503500
3929,1,1505,2503500
3930,1,1507,2503500
3931,1,1549,2503500
3940,1,1478,2503500
3941,1,1481,2503500
3942,1,1474,2503500
3943,1,1477,2503500
3944,1,1483,2503500
3946,1,1487,2503500
3947,1,1475,2503500
3948,1,1485,2503500
3950,1,1488,2503500
3951,1,1486,2503500
3952,1,1489,2503500
3954,1,1490,2503500
3955,1,1491,2503500
3962,1,1470,2503500
3963,1,1471,2503500
3964,1,1473,2503500
3965,1,1472,2503500
3966,1,1510,2503500
3967,1,1508,2503500
3971,1,1509,2503500
3973,1,1512,2503500
3974,1,1511,2503500
3981,1,1506,2503500
3982,1,1476,2503500
3983,1,1484,2503500
3985,1,1503,2503500
3986,1,1370,2500503
3987,1,1421,2500503
3988,1,1364,2500503
3989,1,1418,2500503
3990,1,970,2500503
3991,1,956,2500503
3992,1,957,2500503
3993,1,1365,2500503
3999,1,1386,2500503
4000,1,1381,2500503
4001,1,1380,2500503
4002,1,1382,2500503
4003,1,1368,2500503
4004,1,1385,2500503
4005,1,1374,2500503
4006,1,1384,2500503
4007,1,1373,2500503
4008,1,1376,2500503
4009,1,1379,2500503
4010,1,1369,2500503
4011,1,1378,2500503
4012,1,1372,2500503
4013,1,1383,2500503
4014,1,1377,2500503
4015,1,1371,2500503
4017,1,947,2500503
4019,1,1375,2500503
4020,1,1366,2500503
4023,1,946,2500503
4024,1,1367,2500503
4027,1,1419,2500503
4028,1,1422,2500503
4029,1,960,2500503
4032,1,1423,2500503
4033,1,1424,2500503
4035,1,1425,2500503
4038,1,1426,2500503
4039,1,958,2500503
4040,1,959,2500503
4041,1,953,2500503
4042,1,952,2500503
4043,1,951,2500503
4044,1,1430,2500503
4045,1,950,2500503
4046,1,1427,2500503
4047,1,955,2500503
4048,1,993,2500503
4049,1,954,2500503
4050,1,949,2500503
4051,1,942,2500503
4052,1,943,2500503
4053,1,941,2500503
4054,1,948,2500503
4055,1,944,2500503
4056,1,940,2500503
4057,1,945,2500503
4059,1,971,2500503
4060,1,1416,2500503
4061,1,1417,2500503
4063,1,1429,2500503
4064,1,1428,2500503
4065,1,991,2500503
4066,1,990,2500503
4067,1,994,2500503
4068,1,992,2500503
4071,1,1415,2500503
4073,1,972,2500503
4074,1,973,2500503
4076,1,1414,2500503
4080,1,974,2500503
4081,1,985,2500503
4083,1,986,2500503
4084,1,998,2500503
4085,1,983,2500503
4086,1,987,2500503
4087,1,995,2500503
4088,1,988,2500503
4089,1,989,2500503
4090,1,980,2500503
4091,1,979,2500503
4092,1,981,2500503
4093,1,962,2500503
4094,1,977,2500503
4095,1,978,2500503
4096,1,976,2500503
4097,1,964,2500503
4098,1,961,2500503
4099,1,996,2500503
4100,1,975,2500503
4101,1,968,2500503
4102,1,966,2500503
4103,1,965,2500503
4104,1,969,2500503
4105,1,967,2500503
4108,1,997,2500503
4118,1,1431,2500503
4123,1,984,2500503
4124,1,982,2500503
4125,1,963,2500503
4126,1,1420,2500503
4127,1,926,2500505
4128,1,925,2500505
4132,1,859,2500505
4133,1,860,2500505
4138,1,857,2500505
4139,1,858,2500505
4142,1,856,2500505
4143,1,855,2500505
4144,1,854,2500505
4145,1,853,2500505
4147,1,896,2500505
4148,1,889,2500505
4151,1,907,2500505
4155,1,933,2500505
4156,1,936,2500505
4157,1,931,2500505
4158,1,930,2500505
4160,1,938,2500505
4161,1,932,2500505
4162,1,927,2500505
4168,1,935,2500505
4170,1,939,2500505
4171,1,923,2500505
4173,1,929,2500505
4174,1,928,2500505
4175,1,922,2500505
4177,1,937,2500505
4178,1,913,2500505
4179,1,911,2500505
4180,1,908,2500505
4184,1,912,2500505
4185,1,914,2500505
4186,1,910,2500505
4187,1,909,2500505
4189,1,921,2500505
4190,1,915,2500505
4191,1,916,2500505
4193,1,920,2500505
4194,1,918,2500505
4195,1,917,2500505
4196,1,893,2500505
4197,1,890,2500505
4199,1,898,2500505
4200,1,897,2500505
4201,1,894,2500505
4202,1,891,2500505
4204,1,903,2500505
4205,1,901,2500505
4206,1,900,2500505
4207,1,905,2500505
4208,1,904,2500505
4209,1,895,2500505
4210,1,892,2500505
4212,1,906,2500505
4216,1,899,2500505
4217,1,919,2500505
4218,1,934,2500505
4219,1,902,2500505
4220,1,924,2500505
4222,1,1016,2503400
4234,1,739,2503400
4235,1,1040,2503400
4239,1,746,2503400
4241,1,732,2503400
4242,1,734,2503400
4243,1,737,2503400
4245,1,1021,2503400
4246,1,1030,2503400
4249,1,1019,2503400
4250,1,1029,2503400
4251,1,1031,2503400
4253,1,1035,2503400
4254,1,1037,2503400
4255,1,1025,2503400
4256,1,1032,2503400
4257,1,1490,2503400
4258,1,1000,2503400
4260,1,1051,2503400
4264,1,1024,2503400
4265,1,1034,2503400
4266,1,1033,2503400
4267,1,744,2503400
4268,1,1045,2503400
4269,1,1048,2503400
4270,1,755,2503400
4272,1,1036,2503400
4273,1,1046,2503400
4274,1,1042,2503400
4275,1,999,2503400
4276,1,754,2503400
4277,1,1013,2503400
4278,1,1020,2503400
4279,1,1018,2503400
4280,1,1038,2503400
4281,1,1047,2503400
4282,1,1041,2503400
4283,1,751,2503400
4284,1,1014,2503400
4285,1,1015,2503400
4286,1,1017,2503400
4289,1,750,2503400
4290,1,753,2503400
4291,1,1039,2503400
4292,1,1043,2503400
4293,1,740,2503400
4294,1,749,2503400
4295,1,752,2503400
4297,1,733,2503400
4298,1,738,2503400
4300,1,1012,2503400
4303,1,1028,2503400
4305,1,731,2503400
4306,1,1027,2503400
4307,1,730,2503400
4308,1,1026,2503400
4309,1,736,2503400
4310,1,1023,2503400
4311,1,1005,2503400
4313,1,1022,2503400
4314,1,1001,2503400
4315,1,1002,2503400
4317,1,1003,2503400
4320,1,741,2503400
4321,1,742,2503400
4322,1,745,2503400
4323,1,735,2503400
4326,1,729,2503400
4331,1,743,2503400
4332,1,1049,2503400
4333,1,1050,2503400
4334,1,1044,2503400
4335,1,1009,2503400
4336,1,1011,2503400
4337,1,1004,2503400
4338,1,1010,2503400
4339,1,1007,2503400
4340,1,1008,2503400
4341,1,1006,2503400
4343,1,747,2503400
4344,1,748,2503400
4349,1,1534,2500504
4350,1,1537,2500504
4352,1,1514,2500504
4358,1,2284,2500504
4359,1,2276,2500504
4361,1,2260,2500504
4362,1,2258,2500504
4364,1,2278,2500504
4367,1,2259,2500504
4368,1,2277,2500504
4369,1,2263,2500504
4371,1,2273,2500504
4373,1,2262,2500504
4374,1,2261,2500504
4375,1,2274,2500504
4376,1,2275,2500504
4378,1,2264,2500504
4379,1,2266,2500504
4382,1,2265,2500504
4384,1,1584,2500504
4386,1,1583,2500504
4387,1,1586,2500504
4388,1,1585,2500504
4390,1,1520,2500504
4391,1,1566,2500504
4393,1,1587,2500504
4394,1,1589,2500504
4395,1,1573,2500504
4396,1,1576,2500504
4397,1,1578,2500504
4399,1,1575,2500504
4400,1,1577,2500504
4401,1,1528,2500504
4402,1,1529,2500504
4403,1,1580,2500504
4404,1,1531,2500504
4405,1,1530,2500504
4406,1,1579,2500504
4407,1,1572,2500504
4409,1,1550,2500504
4410,1,1574,2500504
4411,1,1582,2500504
4412,1,1571,2500504
4413,1,1565,2500504
4414,1,1564,2500504
4415,1,1567,2500504
4416,1,1522,2500504
4417,1,1523,2500504
4418,1,1524,2500504
4419,1,1535,2500504
4420,1,1532,2500504
4421,1,1533,2500504
4422,1,1517,2500504
4423,1,1526,2500504
4424,1,1527,2500504
4425,1,1536,2500504
4426,1,1513,2500504
4427,1,1516,2500504
4428,1,1515,2500504
4436,1,1552,2500504
4437,1,1553,2500504
4438,1,1551,2500504
4439,1,1563,2500504
4440,1,1568,2500504
4441,1,1581,2500504
4442,1,1519,2500504
4443,1,1558,2500504
4444,1,1569,2500504
4445,1,1562,2500504
4446,1,1521,2500504
4447,1,1570,2500504
4448,1,1518,2500504
4449,1,2267,2500504
4450,1,2268,2500504
4452,1,2286,2500504
4453,1,2269,2500504
4454,1,1525,2500504
4455,1,1555,2500504
4456,1,1588,2500504
4458,1,2270,2500504
4459,1,2279,2500504
4460,1,2281,2500504
4461,1,2282,2500504
4462,1,2272,2500504
4463,1,2283,2500504
4464,1,2271,2500504
4465,1,1556,2500504
4466,1,2285,2500504
4467,1,2280,2500504
4468,1,1557,2500504
4469,1,1554,2500504
4470,1,1559,2500504
4471,1,1560,2500504
4472,1,1561,2500504
4473,1,5818,2500100
4474,1,5819,2500100
4475,1,6060,2500100
4476,1,6020,2500100
4478,1,6052,2500100
4479,1,6100,2500100
4481,1,6066,2500100
4482,1,6128,2500100
4483,1,6101,2500100
4484,1,6005,2500100
4485,1,6032,2500100
4486,1,6002,2500100
4487,1,6102,2500100
4488,1,6089,2500100
4489,1,6061,2500100
4490,1,6008,2500100
4491,1,6049,2500100
4492,1,6009,2500100
4493,1,6065,2500100
4494,1,6007,2500100
4495,1,6012,2500100
4496,1,6070,2500100
4497,1,6134,2500100
4498,1,6122,2500100
4499,1,6082,2500100
4500,1,6017,2500100
4501,1,6121,2500100
4502,1,6056,2500100
4503,1,6123,2500100
4504,1,6129,2500100
4505,1,6019,2500100
4506,1,5227,2500100
4507,1,6064,2500100
4508,1,6116,2500100
4509,1,6038,2500100
4510,1,6136,2500100
4511,1,6139,2500100
4512,1,6086,2500100
4513,1,6011,2500100
4514,1,6068,2500100
4515,1,5238,2500100
4516,1,6083,2500100
4517,1,6106,2500100
4518,1,6058,2500100
4519,1,6132,2500100
4520,1,5226,2500100
4521,1,6143,2500100
4522,1,6037,2500100
4523,1,6014,2500100
4524,1,6035,2500100
4525,1,6042,2500100
4526,1,6078,2500100
4527,1,6046,2500100
4528,1,6050,2500100
4529,1,6015,2500100
4530,1,6098,2500100
4531,1,6022,2500100
4532,1,6137,2500100
4533,1,6127,2500100
4534,1,6140,2500100
4535,1,6141,2500100
4536,1,6067,2500100
4537,1,6021,2500100
4538,1,6043,2500100
4539,1,6063,2500100
4540,1,6013,2500100
4541,1,6097,2500100
4542,1,6051,2500100
4543,1,6001,2500100
4544,1,6044,2500100
4545,1,6016,2500100
4546,1,6054,2500100
4547,1,6133,2500100
4548,1,6112,2500100
4549,1,6111,2500100
4550,1,6085,2500100
4551,1,6074,2500100
4552,1,6115,2500100
4553,1,6045,2500100
4554,1,6076,2500100
4555,1,6087,2500100
4556,1,6096,2500100
4557,1,6120,2500100
4558,1,6088,2500100
4559,1,6093,2500100
4560,1,6107,2500100
4561,1,6057,2500100
4562,1,6047,2500100
4563,1,6069,2500100
4564,1,6024,2500100
4565,1,6105,2500100
4566,1,6104,2500100
4567,1,6117,2500100
4568,1,6108,2500100
4569,1,6018,2500100
4570,1,6075,2500100
4571,1,6025,2500100
4572,1,6125,2500100
4573,1,6091,2500100
4574,1,6041,2500100
4575,1,6124,2500100
4576,1,6126,2500100
4577,1,6109,2500100
4578,1,6079,2500100
4579,1,6119,2500100
4580,1,6040,2500100
4581,1,6059,2500100
4582,1,6118,2500100
4583,1,6033,2500100
4584,1,5241,2500100
4585,1,6114,2500100
4586,1,6055,2500100
4587,1,6095,2500100
4588,1,6142,2500100
4589,1,6138,2500100
4590,1,6130,2500100
4591,1,6010,2500100
4592,1,6039,2500100
4593,1,6026,2500100
4594,1,6036,2500100
4595,1,6077,2500100
4596,1,6131,2500100
4597,1,6048,2500100
4598,1,6034,2500100
4599,1,6110,2500100
4600,1,6029,2500100
4601,1,6028,2500100
4602,1,6027,2500100
4603,1,6099,2500100
4604,1,6113,2500100
4605,1,6135,2500100
4606,1,6092,2500100
4607,1,6103,2500100
4608,1,6030,2500100
4609,1,6031,2500100
4610,1,6006,2500100
4611,1,6053,2500100
4612,1,6090,2500100
4613,1,6094,2500100
4614,1,6071,2500100
4615,1,6072,2500100
4616,1,6084,2500100
4617,1,6004,2500100
4618,1,6081,2500100
4619,1,6080,2500100
4620,1,6073,2500100
4621,1,6062,2500100
4622,1,6003,2500100
4623,1,6023,2500100
4624,1,3300,2500200
4625,1,5825,2500200
4626,1,5829,2500200
4627,1,5816,2500200
4629,1,3273,2500200
4630,1,3306,2500200
4632,1,5836,2500200
4634,1,5860,2500200
4635,1,5808,2500200
4636,1,5221,2500200
4637,1,5839,2500200
4638,1,5846,2500200
4639,1,5857,2500200
4640,1,5811,2500200
4641,1,5814,2500200
4642,1,5810,2500200
4643,1,5619,2500200
4644,1,5809,2500200
4645,1,5824,2500200
4646,1,5841,2500200
4647,1,5840,2500200
4648,1,5812,2500200
4649,1,5818,2500200
4650,1,5807,2500200
4651,1,5621,2500200
4652,1,5820,2500200
4653,1,5826,2500200
4654,1,5837,2500200
4655,1,5858,2500200
4657,1,5843,2500200
4658,1,5862,2500200
4659,1,5821,2500200
4660,1,5806,2500200
4661,1,5833,2500200
4662,1,5861,2500200
4663,1,5848,2500200
4664,1,5827,2500200
4665,1,5815,2500200
4666,1,5831,2500200
4667,1,5856,2500200
4668,1,5859,2500200
4669,1,5819,2500200
4670,1,5849,2500200
4671,1,5830,2500200
4672,1,5233,2500200
4673,1,5847,2500200
4675,1,6020,2500200
4676,1,5835,2500200
4677,1,5224,2500200
4678,1,5232,2500200
4679,1,5834,2500200
4680,1,5236,2500200
4681,1,6066,2500200
4682,1,6032,2500200
4683,1,5832,2500200
4684,1,5616,2500200
4685,1,5642,2500200
4686,1,5238,2500200
4687,1,6083,2500200
4689,1,5617,2500200
4690,1,5640,2500200
4691,1,5638,2500200
4692,1,5637,2500200
4694,1,5328,2500200
4695,1,5332,2500200
4698,1,5240,2500200
4699,1,5241,2500200
4700,1,5823,2500200
4701,1,5813,2500200
4702,1,5822,2500200
4703,1,5845,2500200
4704,1,5641,2500200
4706,1,5329,2500200
4707,1,5331,2500200
4709,1,5321,2500200
4710,1,5613,2500200
4711,1,5614,2500200
4712,1,5615,2500200
4718,1,5620,2500200
4719,1,5644,2500200
4720,1,5625,2500200
4721,1,5828,2500200
4722,1,5635,2500200
4723,1,5636,2500200
4724,1,5639,2500200
4725,1,5844,2500200
4726,1,5643,2500200
4727,1,5851,2500200
4728,1,5645,2500200
4729,1,5646,2500200
4730,1,5647,2500200
4731,1,5804,2500200
4732,1,5805,2500200
4733,1,5850,2500200
4734,1,5803,2500200
4735,1,5842,2500200
4736,1,5817,2500200
4737,1,5838,2500200
4738,1,5855,2500200
4739,1,5852,2500200
4740,1,5853,2500200
4741,1,5802,2500200
4742,1,5801,2500200
4743,1,5854,2500200
4745,1,3299,2500400
4749,1,2210,2500400
4750,1,2208,2500400
4751,1,2212,2500400
4752,1,2211,2500400
4753,1,2209,2500400
4754,1,2207,2500400
4758,1,2213,2500400
4759,1,2214,2500400
4760,1,2215,2500400
4761,1,2206,2500400
4762,1,2205,2500400
4763,1,3338,2500400
4764,1,3344,2500400
4765,1,207258,2500400
4766,1,2218,2500400
4767,1,2217,2500400
4768,1,2233,2500400
4769,1,3339,2500400
4770,1,3342,2500400
4771,1,3293,2500400
4773,1,2220,2500400
4774,1,2216,2500400
4776,1,3341,2500400
4778,1,3276,2500400
4781,1,2221,2500400
4782,1,2219,2500400
4784,1,3277,2500400
4787,1,2236,2500400
4788,1,2235,2500400
4789,1,2234,2500400
4790,1,3294,2500400
4791,1,3319,2500400
4793,1,3302,2500400
4795,1,3300,2500400
4796,1,2238,2500400
4799,1,3317,2500400
4801,1,3337,2500400
4802,1,3305,2500400
4803,1,3307,2500400
4804,1,2223,2500400
4805,1,2239,2500400
4806,1,2237,2500400
4809,1,3321,2500400
4810,1,3303,2500400
4811,1,3334,2500400
4813,1,2224,2500400
4814,1,2222,2500400
4815,1,3271,2500400
4816,1,3304,2500400
4817,1,3333,2500400
4818,1,3301,2500400
4820,1,3296,2500400
4822,1,3297,2500400
4823,1,3287,2500400
4824,1,3278,2500400
4825,1,3292,2500400
4826,1,3298,2500400
4827,1,3290,2500400
4833,1,2240,2500400
4840,1,2762,2500400
4841,1,2760,2500400
4846,1,2841,2500400
4849,1,3273,2500400
4850,1,3306,2500400
4852,1,5836,2500400
4853,1,3289,2500400
4854,1,5860,2500400
4856,1,3326,2500400
4857,1,3327,2500400
4860,1,3311,2500400
4862,1,3308,2500400
4863,1,3310,2500400
4864,1,3309,2500400
4866,1,3312,2500400
4867,1,3313,2500400
4868,1,3332,2500400
4869,1,3335,2500400
4871,1,3343,2500400
4875,1,207203,2500501
4878,1,207268,2500501
4879,1,2162,2500501
4880,1,2165,2500501
4881,1,2168,2500501
4882,1,2169,2500501
4883,1,2170,2500501
4884,1,2171,2500501
4885,1,2173,2500501
4886,1,2148,2500501
4888,1,2176,2500501
4889,1,2172,2500501
4890,1,2174,2500501
4891,1,2147,2500501
4892,1,2177,2500501
4893,1,2175,2500501
4896,1,2229,2500501
4898,1,2145,2500501
4899,1,2182,2500501
4903,1,2232,2500501
4904,1,2231,2500501
4905,1,2228,2500501
4909,1,2140,2500501
4910,1,2181,2500501
4918,1,2149,2500501
4920,1,1341,2500501
4921,1,2150,2500501
4922,1,2152,2500501
4923,1,2163,2500501
4924,1,2153,2500501
4925,1,2154,2500501
4926,1,2166,2500501
4927,1,2159,2500501
4928,1,2161,2500501
4929,1,2164,2500501
4931,1,2167,2500501
4932,1,2146,2500501
4933,1,2144,2500501
4934,1,2141,2500501
4935,1,2142,2500501
4936,1,2135,2500501
4937,1,2180,2500501
4938,1,2133,2500501
4939,1,2134,2500501
4940,1,2185,2500501
4941,1,2179,2500501
4942,1,2136,2500501
4943,1,2184,2500501
4944,1,2183,2500501
4946,1,2139,2500501
4947,1,2188,2500501
4948,1,2186,2500501
4949,1,2189,2500501
4954,1,2155,2500501
4955,1,2151,2500501
4959,1,2130,2500501
4962,1,2137,2500501
4963,1,2138,2500501
4964,1,2131,2500501
4965,1,2132,2500501
4967,1,2129,2500501
4970,1,2156,2500501
4971,1,2158,2500501
4972,1,2157,2500501
4973,1,2160,2500501
4985,1,2230,2500501
4986,1,2187,2500501
4988,1,2178,2500501
4989,1,2143,2500501
4990,1,2023,2500701
4991,1,2025,2500701
4992,1,2008,2500701
4993,1,207077,2500701
4994,1,207110,2500701
4995,1,207205,2500701
4996,1,2080,2500701
4998,1,2006,2500701
4999,1,2074,2500701
5000,1,2073,2500701
5003,1,2063,2500701
5004,1,2061,2500701
5005,1,2062,2500701
5007,1,2060,2500701
5008,1,2057,2500701
5009,1,2027,2500701
5010,1,2031,2500701
5012,1,2041,2500701
5013,1,2059,2500701
5014,1,2056,2500701
5015,1,2029,2500701
5016,1,2028,2500701
5017,1,2051,2500701
5020,1,2032,2500701
5021,1,2030,2500701
5022,1,2049,2500701
5023,1,2034,2500701
5025,1,2048,2500701
5026,1,2036,2500701
5028,1,2040,2500701
5029,1,2050,2500701
5030,1,2033,2500701
5031,1,2035,2500701
5034,1,2045,2500701
5035,1,2039,2500701
5036,1,2053,2500701
5037,1,2042,2500701
5038,1,2037,2500701
5039,1,2072,2500701
5041,1,2046,2500701
5043,1,2009,2500701
5044,1,2038,2500701
5045,1,2016,2500701
5046,1,2020,2500701
5047,1,2019,2500701
5048,1,2018,2500701
5049,1,2014,2500701
5050,1,2022,2500701
5051,1,2069,2500701
5052,1,2012,2500701
5053,1,2015,2500701
5054,1,2017,2500701
5055,1,2024,2500701
5056,1,2026,2500701
5057,1,2021,2500701
5058,1,2068,2500701
5059,1,2066,2500701
5060,1,2065,2500701
5062,1,2071,2500701
5063,1,2067,2500701
