geography,id,HH_control,HH_result,HH_diff
TAZ,818,1688.0,1625,-63.0
TAZ,819,1505.0,1449,-56.0
TAZ,820,1330.0,1281,-49.0
TAZ,821,416.0,401,-15.0
TAZ,822,721.0,694,-27.0
TAZ,823,1338.0,1288,-50.0
TAZ,824,1165.0,1122,-43.0
TAZ,825,1144.0,1102,-42.0
TAZ,826,695.0,669,-26.0
TAZ,827,1240.0,1194,-46.0
TAZ,828,288.0,278,-10.0
TAZ,829,310.0,299,-11.0
TAZ,830,1498.0,1442,-56.0
TAZ,831,486.0,468,-18.0
TAZ,832,637.0,614,-23.0
TAZ,833,1080.0,2120,1040.0
TAZ,834,309.0,607,298.0
TAZ,835,1287.0,2526,1239.0
TAZ,836,915.0,881,-34.0
TAZ,837,326.0,314,-12.0
TAZ,838,390.0,376,-14.0
TAZ,839,17.0,17,0.0
TAZ,840,1503.0,1447,-56.0
TAZ,841,1273.0,1226,-47.0
TAZ,842,843.0,812,-31.0
TAZ,843,689.0,664,-25.0
TAZ,844,1310.0,1261,-49.0
TAZ,845,917.0,883,-34.0
TAZ,846,776.0,747,-29.0
TAZ,847,732.0,705,-27.0
TAZ,848,1192.0,1148,-44.0
TAZ,849,904.0,871,-33.0
TAZ,850,1757.0,1691,-66.0
TAZ,851,767.0,739,-28.0
TAZ,852,1288.0,1240,-48.0
TAZ,853,1658.0,1658,0.0
TAZ,854,420.0,420,0.0
TAZ,855,1461.0,1461,0.0
TAZ,856,878.0,878,0.0
TAZ,857,1664.0,1664,0.0
TAZ,858,1450.0,1450,0.0
TAZ,859,717.0,717,0.0
TAZ,860,1160.0,1160,0.0
TAZ,861,202.0,195,-7.0
TAZ,862,1046.0,1007,-39.0
TAZ,863,253.0,244,-9.0
TAZ,864,243.0,234,-9.0
TAZ,865,51.0,50,-1.0
TAZ,866,14.0,14,0.0
TAZ,867,104.0,101,-3.0
TAZ,869,243.0,234,-9.0
TAZ,870,4.0,4,0.0
TAZ,871,779.0,750,-29.0
TAZ,872,1587.0,1528,-59.0
TAZ,873,1029.0,991,-38.0
TAZ,874,1461.0,1407,-54.0
TAZ,876,2.0,2,0.0
TAZ,877,1002.0,965,-37.0
TAZ,878,1116.0,1075,-41.0
TAZ,879,762.0,734,-28.0
TAZ,880,540.0,520,-20.0
TAZ,881,1365.0,1314,-51.0
TAZ,882,1161.0,1118,-43.0
TAZ,883,1206.0,1161,-45.0
TAZ,884,1273.0,1226,-47.0
TAZ,885,796.0,767,-29.0
TAZ,886,748.0,720,-28.0
TAZ,887,1350.0,1300,-50.0
TAZ,888,925.0,891,-34.0
TAZ,889,1056.0,1056,0.0
TAZ,890,1576.0,1576,0.0
TAZ,891,1616.0,1616,0.0
TAZ,892,1622.0,1622,0.0
TAZ,893,1461.0,1461,0.0
TAZ,894,1022.0,1022,0.0
TAZ,895,1372.0,1372,0.0
TAZ,896,548.0,548,0.0
TAZ,897,393.0,393,0.0
TAZ,898,1520.0,1520,0.0
TAZ,899,1469.0,1469,0.0
TAZ,900,1034.0,1034,0.0
TAZ,901,678.0,678,0.0
TAZ,902,802.0,802,0.0
TAZ,903,1412.0,1412,0.0
TAZ,904,1293.0,1293,0.0
TAZ,905,1927.0,1927,0.0
TAZ,906,804.0,804,0.0
TAZ,907,1326.0,1326,0.0
TAZ,908,1509.0,1509,0.0
TAZ,909,797.0,797,0.0
TAZ,910,524.0,524,0.0
TAZ,911,1343.0,1343,0.0
TAZ,912,582.0,582,0.0
TAZ,913,1277.0,1277,0.0
TAZ,914,1311.0,1311,0.0
TAZ,915,865.0,865,0.0
TAZ,916,1221.0,1221,0.0
TAZ,917,774.0,774,0.0
TAZ,918,527.0,527,0.0
TAZ,919,542.0,542,0.0
TAZ,920,347.0,347,0.0
TAZ,921,168.0,168,0.0
TAZ,922,911.0,911,0.0
TAZ,923,574.0,574,0.0
TAZ,924,695.0,695,0.0
TAZ,925,753.0,753,0.0
TAZ,926,352.0,352,0.0
TAZ,927,1493.0,1493,0.0
TAZ,928,1157.0,1157,0.0
TAZ,929,1731.0,1731,0.0
TAZ,930,1926.0,1926,0.0
TAZ,931,766.0,766,0.0
TAZ,932,887.0,887,0.0
TAZ,933,956.0,956,0.0
TAZ,934,273.0,273,0.0
TAZ,935,1198.0,1198,0.0
TAZ,936,1780.0,1780,0.0
TAZ,937,1074.0,1074,0.0
TAZ,938,1658.0,1658,0.0
TAZ,939,701.0,701,0.0
TAZ,940,1248.0,1248,0.0
TAZ,941,376.0,376,0.0
TAZ,942,52.0,52,0.0
TAZ,943,1012.0,1012,0.0
TAZ,944,977.0,977,0.0
TAZ,945,951.0,951,0.0
TAZ,946,756.0,756,0.0
TAZ,947,1412.0,1412,0.0
TAZ,948,972.0,972,0.0
TAZ,949,569.0,569,0.0
TAZ,950,1036.0,1036,0.0
TAZ,951,302.0,302,0.0
TAZ,952,1080.0,1080,0.0
TAZ,953,1799.0,1799,0.0
TAZ,954,20.0,20,0.0
TAZ,955,392.0,392,0.0
TAZ,958,4.0,4,0.0
TAZ,959,2.0,2,0.0
TAZ,960,904.0,904,0.0
TAZ,961,777.0,777,0.0
TAZ,962,4.0,4,0.0
TAZ,964,1109.0,1109,0.0
TAZ,965,2109.0,2109,0.0
TAZ,966,1570.0,1570,0.0
TAZ,967,1640.0,1640,0.0
TAZ,968,11.0,11,0.0
TAZ,969,699.0,699,0.0
TAZ,970,591.0,591,0.0
TAZ,971,351.0,351,0.0
TAZ,972,51.0,51,0.0
TAZ,974,250.0,250,0.0
TAZ,975,62.0,62,0.0
TAZ,976,474.0,474,0.0
TAZ,977,228.0,228,0.0
TAZ,978,1230.0,1230,0.0
TAZ,979,867.0,867,0.0
TAZ,980,903.0,903,0.0
TAZ,981,1517.0,1517,0.0
TAZ,982,526.0,526,0.0
TAZ,983,1116.0,1116,0.0
TAZ,984,3.0,3,0.0
TAZ,985,747.0,747,0.0
TAZ,986,53.0,53,0.0
TAZ,987,948.0,948,0.0
TAZ,988,569.0,569,0.0
TAZ,989,1011.0,1011,0.0
TAZ,990,1469.0,1469,0.0
TAZ,991,660.0,660,0.0
TAZ,992,930.0,930,0.0
TAZ,993,1735.0,1735,0.0
TAZ,994,611.0,611,0.0
TAZ,995,900.0,900,0.0
TAZ,996,1073.0,1073,0.0
TAZ,997,1463.0,1463,0.0
TAZ,998,734.0,734,0.0
TAZ,999,486.0,473,-13.0
TAZ,1000,489.0,476,-13.0
TAZ,1001,1293.0,1258,-35.0
TAZ,1002,596.0,580,-16.0
TAZ,1003,909.0,885,-24.0
TAZ,1004,514.0,500,-14.0
TAZ,1005,778.0,757,-21.0
TAZ,1006,1157.0,1126,-31.0
TAZ,1007,988.0,961,-27.0
TAZ,1008,317.0,309,-8.0
TAZ,1009,738.0,718,-20.0
TAZ,1010,653.0,636,-17.0
TAZ,1011,917.0,892,-25.0
TAZ,1012,902.0,878,-24.0
TAZ,1013,1004.0,977,-27.0
TAZ,1014,561.0,546,-15.0
TAZ,1015,1086.0,1057,-29.0
TAZ,1016,4.0,4,0.0
TAZ,1017,77.0,75,-2.0
TAZ,1018,621.0,605,-16.0
TAZ,1019,738.0,718,-20.0
TAZ,1020,761.0,741,-20.0
TAZ,1021,988.0,961,-27.0
TAZ,1022,1428.0,1389,-39.0
TAZ,1023,785.0,764,-21.0
TAZ,1024,716.0,697,-19.0
TAZ,1025,709.0,690,-19.0
TAZ,1026,470.0,458,-12.0
TAZ,1027,1107.0,1077,-30.0
TAZ,1028,1052.0,1024,-28.0
TAZ,1029,220.0,214,-6.0
TAZ,1030,689.0,671,-18.0
TAZ,1031,587.0,571,-16.0
TAZ,1032,539.0,525,-14.0
TAZ,1033,875.0,852,-23.0
TAZ,1034,1026.0,998,-28.0
TAZ,1035,148.0,144,-4.0
TAZ,1036,1420.0,1382,-38.0
TAZ,1037,986.0,960,-26.0
TAZ,1038,372.0,362,-10.0
TAZ,1039,446.0,434,-12.0
TAZ,1041,1032.0,1004,-28.0
TAZ,1042,681.0,663,-18.0
TAZ,1043,899.0,875,-24.0
TAZ,1044,392.0,382,-10.0
TAZ,1045,1254.0,1220,-34.0
TAZ,1046,827.0,805,-22.0
TAZ,1047,794.0,773,-21.0
TAZ,1048,855.0,832,-23.0
TAZ,1049,304.0,296,-8.0
TAZ,1050,144.0,141,-3.0
TAZ,1051,1292.0,1257,-35.0
TAZ,1052,641.0,614,-27.0
TAZ,1053,1040.0,1848,808.0
TAZ,1054,694.0,665,-29.0
TAZ,1055,1119.0,1072,-47.0
TAZ,1056,17.0,17,0.0
TAZ,1057,20.0,20,0.0
TAZ,1058,86.0,83,-3.0
TAZ,1059,940.0,901,-39.0
TAZ,1060,1552.0,1486,-66.0
TAZ,1061,704.0,675,-29.0
TAZ,1062,4.0,4,0.0
TAZ,1063,441.0,423,-18.0
TAZ,1065,623.0,597,-26.0
TAZ,1066,1158.0,1109,-49.0
TAZ,1067,1063.0,1018,-45.0
TAZ,1068,1485.0,1422,-63.0
TAZ,1069,692.0,692,0.0
TAZ,1070,518.0,518,0.0
TAZ,1071,1293.0,1293,0.0
TAZ,1072,1632.0,1632,0.0
TAZ,1073,838.0,838,0.0
TAZ,1074,437.0,437,0.0
TAZ,1075,1374.0,1374,0.0
TAZ,1076,310.0,310,0.0
TAZ,1077,1442.0,1442,0.0
TAZ,1078,734.0,734,0.0
TAZ,1079,929.0,929,0.0
TAZ,1080,1052.0,1052,0.0
TAZ,1081,1631.0,1631,0.0
TAZ,1082,1148.0,1148,0.0
TAZ,1083,539.0,539,0.0
TAZ,1084,863.0,863,0.0
TAZ,1085,1126.0,1126,0.0
TAZ,1086,523.0,523,0.0
TAZ,1087,1011.0,1011,0.0
TAZ,1088,2539.0,2539,0.0
TAZ,1089,510.0,510,0.0
TAZ,1090,1229.0,1229,0.0
TAZ,1091,1174.0,1174,0.0
TAZ,1092,1031.0,1031,0.0
TAZ,1093,1244.0,1244,0.0
TAZ,1094,1060.0,1060,0.0
TAZ,1095,557.0,557,0.0
TAZ,1096,324.0,324,0.0
TAZ,1097,1149.0,1149,0.0
TAZ,1098,990.0,990,0.0
TAZ,1099,566.0,566,0.0
TAZ,1100,1289.0,1289,0.0
TAZ,1101,1274.0,1274,0.0
TAZ,1102,1052.0,1052,0.0
TAZ,1103,1367.0,1367,0.0
TAZ,1104,1026.0,1026,0.0
TAZ,1105,1115.0,1115,0.0
TAZ,1106,1071.0,1071,0.0
TAZ,1107,1372.0,1372,0.0
TAZ,1108,654.0,654,0.0
TAZ,1109,1725.0,1725,0.0
TAZ,1110,663.0,663,0.0
TAZ,1111,1069.0,1069,0.0
TAZ,1112,497.0,497,0.0
TAZ,1113,935.0,935,0.0
TAZ,1114,633.0,633,0.0
TAZ,1116,763.0,763,0.0
TAZ,1117,471.0,471,0.0
TAZ,1118,1150.0,1150,0.0
TAZ,1119,932.0,932,0.0
TAZ,1120,1187.0,1187,0.0
TAZ,1121,1664.0,1664,0.0
TAZ,1122,556.0,556,0.0
TAZ,1123,344.0,344,0.0
TAZ,1124,1014.0,1014,0.0
TAZ,1125,1399.0,1399,0.0
TAZ,1126,730.0,730,0.0
TAZ,1127,2354.0,2354,0.0
TAZ,1128,945.0,945,0.0
TAZ,1129,110.0,110,0.0
TAZ,1130,1409.0,1409,0.0
TAZ,1131,2138.0,2138,0.0
TAZ,1132,1799.0,1799,0.0
TAZ,1133,831.0,801,-30.0
TAZ,1134,1039.0,1002,-37.0
TAZ,1135,825.0,795,-30.0
TAZ,1136,774.0,746,-28.0
TAZ,1137,1047.0,1009,-38.0
TAZ,1138,321.0,310,-11.0
TAZ,1139,358.0,345,-13.0
TAZ,1140,1476.0,1423,-53.0
TAZ,1141,939.0,919,-20.0
TAZ,1142,1394.0,1364,-30.0
TAZ,1143,874.0,856,-18.0
TAZ,1144,604.0,591,-13.0
TAZ,1145,1230.0,1204,-26.0
TAZ,1146,1432.0,1401,-31.0
TAZ,1147,1651.0,1616,-35.0
TAZ,1148,1539.0,1506,-33.0
TAZ,1149,1152.0,1128,-24.0
TAZ,1150,1066.0,1043,-23.0
TAZ,1151,1478.0,1446,-32.0
TAZ,1152,384.0,376,-8.0
TAZ,1153,624.0,611,-13.0
TAZ,1154,798.0,781,-17.0
TAZ,1155,1124.0,1100,-24.0
TAZ,1156,1297.0,1269,-28.0
TAZ,1157,276.0,271,-5.0
TAZ,1158,926.0,906,-20.0
TAZ,1159,1440.0,1409,-31.0
TAZ,1160,917.0,898,-19.0
TAZ,1161,1192.0,1167,-25.0
TAZ,1162,988.0,967,-21.0
TAZ,1163,1694.0,1658,-36.0
TAZ,1164,1665.0,1629,-36.0
TAZ,1165,1429.0,1399,-30.0
TAZ,1166,1715.0,1678,-37.0
TAZ,1167,1659.0,1624,-35.0
TAZ,1168,1206.0,1180,-26.0
TAZ,1169,702.0,687,-15.0
TAZ,1170,98.0,96,-2.0
TAZ,1171,1373.0,1344,-29.0
TAZ,1172,1238.0,1212,-26.0
TAZ,1173,1123.0,1099,-24.0
TAZ,1174,1436.0,1405,-31.0
TAZ,1175,1185.0,1160,-25.0
TAZ,1176,748.0,732,-16.0
TAZ,1177,1334.0,1306,-28.0
TAZ,1178,1497.0,1465,-32.0
TAZ,1179,486.0,476,-10.0
TAZ,1180,875.0,857,-18.0
TAZ,1181,785.0,768,-17.0
TAZ,1182,919.0,900,-19.0
TAZ,1183,118.0,116,-2.0
TAZ,1184,988.0,967,-21.0
TAZ,1185,383.0,375,-8.0
TAZ,1186,945.0,925,-20.0
TAZ,1187,805.0,788,-17.0
TAZ,1188,1475.0,1444,-31.0
TAZ,1189,160.0,160,0.0
TAZ,1190,970.0,970,0.0
TAZ,1191,550.0,550,0.0
TAZ,1192,988.0,988,0.0
TAZ,1193,614.0,614,0.0
TAZ,1194,363.0,363,0.0
TAZ,1195,1199.0,1199,0.0
TAZ,1196,69.0,69,0.0
TAZ,1197,144.0,144,0.0
TAZ,1198,393.0,393,0.0
TAZ,1199,614.0,614,0.0
TAZ,1200,798.0,798,0.0
TAZ,1201,981.0,981,0.0
TAZ,1202,555.0,555,0.0
TAZ,1203,975.0,975,0.0
TAZ,1204,730.0,730,0.0
TAZ,1205,1092.0,1092,0.0
TAZ,1206,941.0,941,0.0
TAZ,1207,1534.0,1534,0.0
TAZ,1208,918.0,918,0.0
TAZ,1209,1866.0,1866,0.0
TAZ,1210,752.0,752,0.0
TAZ,1211,760.0,760,0.0
TAZ,1212,1916.0,1916,0.0
TAZ,1213,578.0,578,0.0
TAZ,1215,4.0,4,0.0
TAZ,1216,11.0,11,0.0
TAZ,1217,1424.0,1424,0.0
TAZ,1218,1514.0,1514,0.0
TAZ,1219,1524.0,1524,0.0
TAZ,1220,117.0,117,0.0
TAZ,1221,74.0,74,0.0
TAZ,1222,646.0,646,0.0
TAZ,1223,848.0,848,0.0
TAZ,1224,2694.0,2694,0.0
TAZ,1225,645.0,645,0.0
TAZ,1226,863.0,863,0.0
TAZ,1227,1083.0,1083,0.0
TAZ,1228,822.0,822,0.0
TAZ,1229,1419.0,1419,0.0
TAZ,1230,1722.0,1722,0.0
TAZ,1231,938.0,938,0.0
TAZ,1232,111.0,111,0.0
TAZ,1233,782.0,782,0.0
TAZ,1234,27.0,27,0.0
TAZ,1235,77.0,77,0.0
TAZ,1236,807.0,807,0.0
TAZ,1237,579.0,579,0.0
TAZ,1238,671.0,671,0.0
TAZ,1239,905.0,905,0.0
TAZ,1240,1040.0,1040,0.0
TAZ,1241,1239.0,1239,0.0
TAZ,1242,386.0,386,0.0
TAZ,1243,381.0,381,0.0
TAZ,1244,1073.0,1073,0.0
TAZ,1245,1479.0,1479,0.0
TAZ,1246,145.0,145,0.0
TAZ,1247,137.0,137,0.0
TAZ,1248,812.0,812,0.0
TAZ,1249,528.0,528,0.0
TAZ,1250,413.0,413,0.0
TAZ,1251,527.0,527,0.0
TAZ,1252,911.0,911,0.0
TAZ,1253,112.0,112,0.0
TAZ,1254,977.0,977,0.0
TAZ,1255,993.0,993,0.0
TAZ,1256,856.0,856,0.0
TAZ,1257,354.0,354,0.0
TAZ,1258,610.0,610,0.0
TAZ,1259,963.0,963,0.0
TAZ,1260,616.0,616,0.0
TAZ,1265,1288.0,1288,0.0
TAZ,1266,1041.0,1041,0.0
TAZ,1267,1957.0,1957,0.0
TAZ,1268,707.0,707,0.0
TAZ,1269,1251.0,1251,0.0
TAZ,1270,480.0,480,0.0
TAZ,1271,287.0,287,0.0
TAZ,1272,564.0,564,0.0
TAZ,1273,773.0,773,0.0
TAZ,1274,674.0,674,0.0
TAZ,1275,1109.0,1109,0.0
TAZ,1276,1364.0,1364,0.0
TAZ,1277,1070.0,1070,0.0
TAZ,1278,1005.0,1005,0.0
TAZ,1279,878.0,878,0.0
TAZ,1280,844.0,844,0.0
TAZ,1281,614.0,614,0.0
TAZ,1282,1526.0,1526,0.0
TAZ,1283,476.0,476,0.0
TAZ,1284,437.0,437,0.0
TAZ,1285,260.0,250,-10.0
TAZ,1286,566.0,544,-22.0
TAZ,1287,138.0,133,-5.0
TAZ,1288,805.0,773,-32.0
TAZ,1289,707.0,679,-28.0
TAZ,1290,1199.0,1151,-48.0
TAZ,1291,1041.0,999,-42.0
TAZ,1292,584.0,561,-23.0
TAZ,1293,1214.0,1165,-49.0
TAZ,1294,788.0,757,-31.0
TAZ,1295,758.0,728,-30.0
TAZ,1296,891.0,855,-36.0
TAZ,1297,172.0,166,-6.0
TAZ,1364,601.0,601,0.0
TAZ,1365,18.0,18,0.0
TAZ,1366,191.0,191,0.0
TAZ,1367,761.0,761,0.0
TAZ,1368,304.0,304,0.0
TAZ,1369,234.0,234,0.0
TAZ,1374,130.0,130,0.0
TAZ,1375,575.0,575,0.0
TAZ,1376,595.0,595,0.0
TAZ,1377,212.0,212,0.0
TAZ,1378,777.0,777,0.0
TAZ,1380,969.0,969,0.0
TAZ,1381,880.0,880,0.0
TAZ,1382,1038.0,1038,0.0
TAZ,1383,1596.0,1596,0.0
TAZ,1384,768.0,768,0.0
TAZ,1385,1234.0,1234,0.0
TAZ,1386,984.0,984,0.0
TAZ,1414,525.0,525,0.0
TAZ,1415,687.0,687,0.0
TAZ,1416,1062.0,1062,0.0
TAZ,1417,173.0,173,0.0
TAZ,1418,448.0,448,0.0
TAZ,1419,456.0,456,0.0
TAZ,1422,969.0,969,0.0
TAZ,1423,561.0,561,0.0
TAZ,1424,1111.0,1111,0.0
TAZ,1425,646.0,646,0.0
TAZ,1426,336.0,336,0.0
TAZ,1427,220.0,220,0.0
TAZ,1428,290.0,290,0.0
TAZ,1429,866.0,866,0.0
TAZ,1430,821.0,821,0.0
TAZ,1432,1049.0,1049,0.0
TAZ,1433,242.0,242,0.0
TAZ,1434,625.0,625,0.0
TAZ,1435,585.0,585,0.0
TAZ,1436,653.0,653,0.0
TAZ,1437,944.0,944,0.0
TAZ,1438,1190.0,1190,0.0
TAZ,1439,526.0,526,0.0
TAZ,1440,899.0,899,0.0
TAZ,1441,419.0,419,0.0
TAZ,1442,886.0,886,0.0
TAZ,1443,189.0,189,0.0
TAZ,1444,1016.0,1016,0.0
TAZ,1445,1069.0,1069,0.0
TAZ,1446,528.0,528,0.0
TAZ,1447,879.0,879,0.0
TAZ,1448,854.0,854,0.0
TAZ,1449,928.0,928,0.0
TAZ,1450,840.0,840,0.0
TAZ,1451,194.0,194,0.0
TAZ,1452,373.0,373,0.0
TAZ,1453,580.0,580,0.0
TAZ,1454,51.0,51,0.0
TAZ,1455,291.0,291,0.0
TAZ,1456,664.0,664,0.0
TAZ,1457,821.0,821,0.0
TAZ,1458,1190.0,1190,0.0
TAZ,1459,1008.0,1008,0.0
TAZ,1460,861.0,861,0.0
TAZ,1461,929.0,929,0.0
TAZ,1462,1204.0,1204,0.0
TAZ,1463,681.0,681,0.0
TAZ,1464,541.0,541,0.0
TAZ,1465,69.0,69,0.0
TAZ,1466,1090.0,1090,0.0
TAZ,1467,857.0,857,0.0
TAZ,1468,1082.0,1044,-38.0
TAZ,1469,600.0,579,-21.0
TAZ,1470,656.0,633,-23.0
TAZ,1471,551.0,532,-19.0
TAZ,1472,302.0,292,-10.0
TAZ,1473,531.0,513,-18.0
TAZ,1474,948.0,915,-33.0
TAZ,1475,1433.0,1383,-50.0
TAZ,1476,669.0,646,-23.0
TAZ,1477,1642.0,1585,-57.0
TAZ,1478,1287.0,1242,-45.0
TAZ,1479,136.0,132,-4.0
TAZ,1480,950.0,917,-33.0
TAZ,1481,491.0,474,-17.0
TAZ,1482,512.0,494,-18.0
TAZ,1483,405.0,391,-14.0
TAZ,1484,153.0,148,-5.0
TAZ,1485,476.0,460,-16.0
TAZ,1486,664.0,641,-23.0
TAZ,1487,664.0,641,-23.0
TAZ,1488,339.0,328,-11.0
TAZ,1489,626.0,604,-22.0
TAZ,1491,1257.0,1213,-44.0
TAZ,1492,1047.0,1011,-36.0
TAZ,1493,1307.0,1261,-46.0
TAZ,1494,1804.0,1741,-63.0
TAZ,1495,543.0,524,-19.0
TAZ,1496,826.0,797,-29.0
TAZ,1497,880.0,850,-30.0
TAZ,1498,468.0,452,-16.0
TAZ,1499,422.0,408,-14.0
TAZ,1500,1257.0,1213,-44.0
TAZ,1501,1223.0,1180,-43.0
TAZ,1502,816.0,788,-28.0
TAZ,1503,661.0,638,-23.0
TAZ,1504,457.0,441,-16.0
TAZ,1505,735.0,1445,710.0
TAZ,1506,723.0,698,-25.0
TAZ,1507,390.0,377,-13.0
TAZ,1508,564.0,545,-19.0
TAZ,1509,975.0,941,-34.0
TAZ,1510,862.0,832,-30.0
TAZ,1511,948.0,915,-33.0
TAZ,1512,842.0,813,-29.0
TAZ,1513,363.0,363,0.0
TAZ,1514,573.0,573,0.0
TAZ,1515,268.0,268,0.0
TAZ,1516,1049.0,1049,0.0
TAZ,1517,327.0,327,0.0
TAZ,1518,9.0,9,0.0
TAZ,1519,665.0,665,0.0
TAZ,1520,108.0,108,0.0
TAZ,1522,2165.0,2165,0.0
TAZ,1523,34.0,34,0.0
TAZ,1524,910.0,910,0.0
TAZ,1525,42.0,42,0.0
TAZ,1526,1319.0,1319,0.0
TAZ,1527,802.0,802,0.0
TAZ,1528,11.0,11,0.0
TAZ,1529,2305.0,2305,0.0
TAZ,1530,828.0,828,0.0
TAZ,1531,423.0,423,0.0
TAZ,1532,1198.0,1198,0.0
TAZ,1533,729.0,729,0.0
TAZ,1534,1218.0,1218,0.0
TAZ,1535,200.0,200,0.0
TAZ,1536,632.0,632,0.0
TAZ,1537,694.0,694,0.0
TAZ,1538,485.0,468,-17.0
TAZ,1539,249.0,241,-8.0
TAZ,1540,408.0,394,-14.0
TAZ,1541,1103.0,1065,-38.0
TAZ,1542,1230.0,1230,0.0
TAZ,1543,483.0,483,0.0
TAZ,1544,1224.0,1224,0.0
TAZ,1545,1370.0,1370,0.0
TAZ,1546,849.0,849,0.0
TAZ,1547,858.0,858,0.0
TAZ,1548,427.0,427,0.0
TAZ,1549,923.0,1814,891.0
TAZ,1550,1384.0,1384,0.0
TAZ,1551,335.0,335,0.0
TAZ,1552,1350.0,1350,0.0
TAZ,1553,1372.0,1372,0.0
TAZ,1554,666.0,666,0.0
TAZ,1555,1468.0,1468,0.0
TAZ,1556,3.0,3,0.0
TAZ,1557,17.0,17,0.0
TAZ,1558,1722.0,1722,0.0
TAZ,1559,2.0,2,0.0
TAZ,1560,176.0,176,0.0
TAZ,1561,249.0,249,0.0
TAZ,1562,198.0,198,0.0
TAZ,1563,729.0,729,0.0
TAZ,1564,564.0,564,0.0
TAZ,1565,436.0,436,0.0
TAZ,1566,465.0,465,0.0
TAZ,1567,582.0,582,0.0
TAZ,1568,369.0,369,0.0
TAZ,1569,518.0,518,0.0
TAZ,1570,1322.0,1322,0.0
TAZ,1571,992.0,992,0.0
TAZ,1572,858.0,858,0.0
TAZ,1573,1248.0,1248,0.0
TAZ,1574,1076.0,1076,0.0
TAZ,1575,379.0,379,0.0
TAZ,1576,1005.0,1005,0.0
TAZ,1577,2031.0,2031,0.0
TAZ,1578,432.0,432,0.0
TAZ,1579,565.0,565,0.0
TAZ,1580,1328.0,1328,0.0
TAZ,1581,849.0,849,0.0
TAZ,1582,1422.0,1422,0.0
TAZ,1584,4.0,4,0.0
TAZ,1585,2731.0,2731,0.0
TAZ,1586,906.0,906,0.0
TAZ,1587,968.0,968,0.0
TAZ,1588,1185.0,1185,0.0
TAZ,1589,1273.0,1273,0.0
TAZ,1590,855.0,825,-30.0
TAZ,1591,993.0,959,-34.0
TAZ,1592,1649.0,1649,0.0
TAZ,1593,944.0,944,0.0
TAZ,1594,1292.0,1292,0.0
TAZ,1595,1002.0,1002,0.0
TAZ,1596,749.0,749,0.0
TAZ,1597,1949.0,1949,0.0
TAZ,1598,773.0,773,0.0
TAZ,1599,1651.0,1651,0.0
TAZ,1600,324.0,324,0.0
TAZ,1601,840.0,840,0.0
TAZ,1602,864.0,864,0.0
TAZ,1603,614.0,614,0.0
TAZ,1604,395.0,395,0.0
TAZ,1605,1190.0,1190,0.0
TAZ,1606,471.0,471,0.0
TAZ,1607,1257.0,1213,-44.0
TAZ,1608,1159.0,1119,-40.0
TAZ,1609,983.0,949,-34.0
TAZ,1610,893.0,862,-31.0
TAZ,1611,876.0,846,-30.0
TAZ,1612,303.0,293,-10.0
TAZ,1613,832.0,803,-29.0
TAZ,1614,366.0,705,339.0
TAZ,1615,594.0,569,-25.0
TAZ,1616,3.0,3,0.0
TAZ,1618,21.0,21,0.0
TAZ,1619,1659.0,1589,-70.0
TAZ,1620,1488.0,1425,-63.0
TAZ,1621,50.0,48,-2.0
TAZ,1622,24.0,23,-1.0
TAZ,1623,1240.0,1188,-52.0
TAZ,1624,1368.0,1310,-58.0
TAZ,1625,96.0,92,-4.0
TAZ,1626,17.0,17,0.0
TAZ,1628,9.0,9,0.0
TAZ,1629,711.0,681,-30.0
TAZ,1630,541.0,518,-23.0
TAZ,1631,737.0,706,-31.0
TAZ,1632,1521.0,1457,-64.0
TAZ,1633,771.0,739,-32.0
TAZ,1634,165.0,158,-7.0
TAZ,1635,1317.0,1261,-56.0
TAZ,1636,911.0,873,-38.0
TAZ,1637,1514.0,1450,-64.0
TAZ,1638,675.0,675,0.0
TAZ,1639,1083.0,1083,0.0
TAZ,1640,840.0,840,0.0
TAZ,1641,429.0,429,0.0
TAZ,1642,954.0,954,0.0
TAZ,1643,1248.0,1248,0.0
TAZ,1644,1289.0,2505,1216.0
TAZ,1645,537.0,526,-11.0
TAZ,1646,745.0,729,-16.0
TAZ,1647,764.0,748,-16.0
TAZ,1648,944.0,924,-20.0
TAZ,1649,1090.0,1067,-23.0
TAZ,1650,308.0,302,-6.0
TAZ,1651,1116.0,1092,-24.0
TAZ,1652,1102.0,1078,-24.0
TAZ,1653,1256.0,1229,-27.0
TAZ,1654,868.0,849,-19.0
TAZ,1655,838.0,820,-18.0
TAZ,1656,1031.0,1997,966.0
TAZ,1657,816.0,799,-17.0
TAZ,1658,892.0,873,-19.0
TAZ,1659,1270.0,1243,-27.0
TAZ,1660,851.0,833,-18.0
TAZ,1661,912.0,892,-20.0
TAZ,1662,950.0,930,-20.0
TAZ,1663,1120.0,1096,-24.0
TAZ,1664,1381.0,1381,0.0
TAZ,1665,234.0,234,0.0
TAZ,1666,1115.0,1115,0.0
TAZ,1667,1024.0,1024,0.0
TAZ,1668,791.0,774,-17.0
TAZ,1669,239.0,234,-5.0
TAZ,1670,344.0,337,-7.0
TAZ,1671,322.0,315,-7.0
TAZ,1672,894.0,875,-19.0
TAZ,1673,1073.0,1050,-23.0
TAZ,1674,101.0,97,-4.0
TAZ,1675,1059.0,1014,-45.0
TAZ,1676,817.0,783,-34.0
TAZ,1677,764.0,732,-32.0
