TAZ,PUMA,REGION
208235,4400103,1
208236,4400102,1
208240,4400102,1
208245,4400102,1
208248,4400102,1
208262,4400102,1
208263,4400102,1
208615,4400300,1
208302,4400104,1
208305,4400104,1
25,2503301,1
208616,4400300,1
208818,4400201,1
208820,4400201,1
208274,4400103,1
208277,4400103,1
208279,4400103,1
4098,2504200,1
208383,4400103,1
208384,4400103,1
208822,4400201,1
208299,4400103,1
208301,4400103,1
208385,4400103,1
208304,4400104,1
208307,4400104,1
208308,4400104,1
208309,4400104,1
4722,2504800,1
4763,2504800,1
4751,2504800,1
4724,2504800,1
4725,2504800,1
492,2503306,1
4732,2504800,1
4608,2504800,1
4733,2504800,1
4609,2504800,1
4734,2504800,1
489,2503306,1
4752,2504800,1
4753,2504800,1
4767,2504800,1
4756,2504800,1
4169,2504302,1
4757,2504800,1
4190,2504302,1
469,2503306,1
4758,2504800,1
4192,2504302,1
4194,2504302,1
4765,2504800,1
4619,2504800,1
460,2503306,1
4616,2504800,1
4611,2504800,1
28,2503302,1
4612,2504800,1
4193,2504302,1
4702,2504700,1
4701,2504700,1
4699,2504700,1
4700,2504700,1
4704,2504700,1
4046,2504303,1
4695,2504700,1
4259,2504500,1
4692,2504700,1
4642,2504700,1
4610,2504800,1
4693,2504700,1
4643,2504700,1
4696,2504700,1
4644,2504700,1
4334,2504500,1
4652,2504700,1
4336,2504500,1
270,2503301,1
4649,2504700,1
4335,2504500,1
4647,2504700,1
4645,2504700,1
4618,2504800,1
4661,2504700,1
4662,2504700,1
4280,2504500,1
4651,2504700,1
4256,2504500,1
4650,2504700,1
4263,2504500,1
4277,2504500,1
4276,2504500,1
4273,2504500,1
4663,2504700,1
4773,2504800,1
4627,2504700,1
4626,2504700,1
4623,2504700,1
4681,2504700,1
4631,2504700,1
4630,2504700,1
4266,2504500,1
4267,2504500,1
4680,2504700,1
4678,2504700,1
4632,2504700,1
4777,2504800,1
4685,2504700,1
4671,2504700,1
4679,2504700,1
4667,2504700,1
4674,2504700,1
4675,2504700,1
4779,2504800,1
4666,2504700,1
4781,2504800,1
4665,2504700,1
4668,2504700,1
4265,2504500,1
4664,2504700,1
4669,2504700,1
3210,2500300,1
4673,2504700,1
4672,2504700,1
4285,2504500,1
4676,2504700,1
4677,2504700,1
4670,2504700,1
4637,2504700,1
4638,2504700,1
4289,2504500,1
4298,2504500,1
4620,2504700,1
4252,2504500,1
4605,2504700,1
4780,2504800,1
4742,2504800,1
4741,2504800,1
4606,2504800,1
4607,2504800,1
3216,2500300,1
4615,2504700,1
4617,2504800,1
4754,2504800,1
4755,2504800,1
4301,2504500,1
4760,2504800,1
4776,2504800,1
4260,2504500,1
4737,2504800,1
4903,2504800,1
4909,2504800,1
4288,2504500,1
4739,2504800,1
4738,2504800,1
4255,2504500,1
4305,2504500,1
4744,2504800,1
4750,2504800,1
4409,2504902,1
4720,2504800,1
4747,2504800,1
4721,2504800,1
4787,2504800,1
4736,2504800,1
5002,2504800,1
4902,2504800,1
4905,2504800,1
4913,2504800,1
4915,2504800,1
4919,2504800,1
208618,4400300,1
4303,2504500,1
4918,2504800,1
208619,4400300,1
4253,2504500,1
4304,2504500,1
4914,2504800,1
4904,2504800,1
4916,2504800,1
4306,2504500,1
4318,2504500,1
4907,2504800,1
4910,2504800,1
4908,2504800,1
4901,2504800,1
4911,2504800,1
4920,2504800,1
4411,2504902,1
4297,2504500,1
208638,4400300,1
208636,4400300,1
4254,2504500,1
207951,4400300,1
208637,4400300,1
207954,4400300,1
4028,2504303,1
4388,2504902,1
4073,2504301,1
4071,2504301,1
4165,2504302,1
208626,4400300,1
4315,2504500,1
4299,2504500,1
4220,2504302,1
4113,2504200,1
207957,4400300,1
208627,4400300,1
208628,4400300,1
4300,2504500,1
4302,2504500,1
4268,2504500,1
207960,4400300,1
207961,4400300,1
208624,4400300,1
208625,4400300,1
4239,2504200,1
208632,4400300,1
4219,2504302,1
4186,2504302,1
208634,4400300,1
4184,2504302,1
4183,2504302,1
4269,2504500,1
208635,4400300,1
4215,2504302,1
4214,2504302,1
4195,2504302,1
4196,2504302,1
4197,2504302,1
4211,2504302,1
4434,2504301,1
4400,2504902,1
4383,2504902,1
4394,2504902,1
4712,2504700,1
4395,2504902,1
4635,2504700,1
4633,2504700,1
4634,2504700,1
4703,2504700,1
4708,2504700,1
958,2500503,1
4709,2504700,1
4707,2504700,1
4711,2504700,1
264,2503305,1
4639,2504700,1
4912,2504800,1
4640,2504700,1
4641,2504700,1
272,2503301,1
4694,2504700,1
4646,2504700,1
4682,2504700,1
4648,2504700,1
4653,2504700,1
276,2503301,1
4654,2504700,1
516,2500507,1
4659,2504700,1
4660,2504700,1
1040,2503400,1
4917,2504800,1
4906,2504800,1
300,2503305,1
4683,2504700,1
4684,2504700,1
2713,2504903,1
5807,2500200,1
4687,2504700,1
4688,2504700,1
2127,2500502,1
4689,2504700,1
616,2500507,1
4691,2504700,1
4697,2504700,1
4698,2504700,1
299,2503305,1
4705,2504700,1
4706,2504700,1
1174,2500703,1
4710,2504700,1
4717,2504700,1
1176,2500703,1
4718,2504700,1
5009,2504800,1
5005,2504800,1
5011,2504800,1
5001,2504800,1
5007,2504800,1
5003,2504800,1
791,2500704,1
5008,2504800,1
5010,2504800,1
5004,2504800,1
789,2500704,1
5006,2504800,1
4723,2504800,1
4726,2504800,1
4727,2504800,1
788,2500704,1
3136,2500300,1
4761,2504800,1
4764,2504800,1
4745,2504800,1
4735,2504800,1
2969,2500300,1
4783,2504800,1
4759,2504800,1
4768,2504800,1
1205,2501000,1
2794,2500300,1
4740,2504800,1
4762,2504800,1
2779,2500300,1
4743,2504800,1
4746,2504800,1
4766,2504800,1
4778,2504800,1
3158,2500300,1
4784,2504800,1
1179,2500703,1
4785,2504800,1
4786,2504800,1
1921,2500703,1
1920,2500703,1
1183,2500703,1
1178,2500703,1
1237,2501000,1
771,2500704,1
1232,2501000,1
1219,2501000,1
793,2500704,1
770,2500704,1
782,2500704,1
783,2500704,1
766,2500704,1
1231,2501000,1
768,2500704,1
758,2500704,1
792,2500704,1
774,2500704,1
767,2500704,1
757,2500704,1
765,2500704,1
1208,2501000,1
1152,2500703,1
1151,2500703,1
1140,2500704,1
773,2500704,1
508,2500507,1
1216,2501000,1
1154,2500703,1
456,2503306,1
1153,2500703,1
1150,2500703,1
1149,2500703,1
777,2500704,1
772,2500704,1
769,2500704,1
889,2500505,1
759,2500704,1
756,2500704,1
511,2500507,1
505,2500507,1
504,2500507,1
779,2500704,1
455,2503306,1
1215,2501000,1
614,2500507,1
1217,2501000,1
1156,2500703,1
762,2500704,1
1155,2500703,1
1164,2500703,1
1158,2500703,1
1159,2500703,1
761,2500704,1
509,2500507,1
510,2500507,1
466,2503306,1
3259,2500303,1
467,2503306,1
1211,2501000,1
3129,2500300,1
1163,2500703,1
1165,2500703,1
1160,2500703,1
491,2503306,1
1141,2500703,1
468,2503306,1
506,2500507,1
1161,2500703,1
780,2500704,1
764,2500704,1
763,2500704,1
507,2500507,1
464,2503306,1
488,2503306,1
477,2503306,1
471,2503306,1
461,2503306,1
481,2503302,1
959,2500503,1
953,2500503,1
952,2500503,1
951,2500503,1
3184,2500300,1
490,2503306,1
470,2503306,1
457,2503306,1
1136,2500704,1
3159,2500300,1
187,2503302,1
703,2500506,1
186,2503302,1
1430,2500503,1
176,2503302,1
700,2500506,1
950,2500503,1
1210,2501000,1
1427,2500503,1
1218,2501000,1
1212,2501000,1
1162,2500703,1
498,2503306,1
497,2503306,1
3169,2500300,1
1142,2500703,1
1167,2500703,1
781,2500704,1
487,2503306,1
191,2503302,1
3190,2500300,1
1137,2500704,1
955,2500503,1
478,2503306,1
3228,2500300,1
1134,2500704,1
993,2500503,1
175,2503302,1
699,2500506,1
173,2503302,1
954,2500503,1
3191,2500300,1
3197,2500300,1
949,2500503,1
942,2500503,1
3124,2500300,1
3123,2500300,1
943,2500503,1
941,2500503,1
691,2500506,1
948,2500503,1
944,2500503,1
940,2500503,1
945,2500503,1
907,2500505,1
1135,2500704,1
1133,2500704,1
496,2503306,1
305,2503305,1
1166,2500703,1
1138,2500704,1
683,2500506,1
479,2503306,1
971,2500503,1
670,2500506,1
172,2503302,1
1416,2500503,1
2156,2500501,1
2158,2500501,1
666,2500506,1
2157,2500501,1
2160,2500501,1
1417,2500503,1
659,2500506,1
1432,2501400,1
1429,2500503,1
3250,2500303,1
1428,2500503,1
2266,2500504,1
2289,2502400,1
3243,2500303,1
3002,2500303,1
3117,2500300,1
2995,2500303,1
3265,2500303,1
3111,2500300,1
3240,2500303,1
644,2500506,1
3249,2500303,1
2292,2502400,1
254,2503301,1
2287,2502400,1
2265,2500504,1
3258,2500303,1
2288,2502400,1
3079,2500303,1
3070,2500303,1
3000,2500303,1
2293,2502400,1
3242,2500303,1
3244,2500303,1
3003,2500303,1
3112,2500300,1
2294,2502400,1
2300,2502400,1
3001,2500303,1
609,2500507,1
3004,2500303,1
3073,2500303,1
131,2503304,1
3078,2500303,1
3077,2500303,1
630,2500506,1
2291,2502400,1
1584,2500504,1
3074,2500303,1
124,2503302,1
1592,2502400,1
2298,2502400,1
3055,2500303,1
2296,2502400,1
2295,2502400,1
3054,2500303,1
2998,2500303,1
3267,2500303,1
3018,2500303,1
2379,2502400,1
2368,2502400,1
3247,2500303,1
3245,2500303,1
3246,2500303,1
129,2503302,1
3080,2500303,1
3106,2500303,1
3091,2500300,1
3130,2500300,1
3131,2500300,1
2815,2500300,1
2804,2500302,1
2987,2500300,1
1583,2500504,1
1586,2500504,1
3022,2500303,1
2301,2502400,1
608,2500507,1
2297,2502400,1
2999,2500303,1
3023,2500303,1
695,2500506,1
3021,2500303,1
3016,2500302,1
3138,2500302,1
3007,2500303,1
3248,2500303,1
3075,2500303,1
697,2500506,1
3076,2500303,1
3082,2500303,1
3085,2500303,1
2765,2500300,1
2965,2500302,1
308,2503305,1
2885,2500302,1
2857,2500302,1
3020,2500302,1
2856,2500304,1
2913,2500304,1
2844,2500304,1
2876,2500304,1
2850,2500302,1
2845,2500302,1
2868,2500304,1
5649,2501600,1
1600,2502400,1
2871,2500304,1
5621,2500200,1
5820,2500200,1
5826,2500200,1
5653,2501600,1
5837,2500200,1
350,2503304,1
5858,2500200,1
3310,2500400,1
2397,2500304,1
3309,2500400,1
2375,2502400,1
1585,2500504,1
1593,2502400,1
3014,2500302,1
2380,2502400,1
2369,2502400,1
222,2503301,1
3009,2500303,1
3010,2500304,1
3012,2500302,1
3011,2500302,1
3013,2500302,1
1520,2500504,1
3017,2500303,1
3008,2500303,1
3135,2500300,1
2767,2500300,1
2966,2500302,1
678,2500506,1
2883,2500302,1
2858,2500302,1
2859,2500302,1
2887,2500304,1
2912,2500304,1
2869,2500304,1
677,2500506,1
2906,2500304,1
2903,2500304,1
689,2500506,1
2847,2500302,1
3354,2500301,1
690,2500506,1
2872,2500304,1
1566,2500504,1
5843,2500200,1
5862,2500200,1
5821,2500200,1
5806,2500200,1
5833,2500200,1
991,2500503,1
1595,2502400,1
1603,2502400,1
673,2500506,1
664,2500506,1
2383,2502400,1
2374,2502400,1
2371,2502400,1
654,2500506,1
2398,2500304,1
3028,2500303,1
990,2500503,1
3025,2500304,1
3026,2500304,1
655,2500506,1
3015,2500302,1
3019,2500302,1
994,2500503,1
2836,2500302,1
3219,2500300,1
2989,2500300,1
933,2500505,1
640,2500506,1
2951,2500302,1
2950,2500302,1
2377,2502400,1
2884,2500302,1
2882,2500304,1
2933,2500304,1
2914,2500304,1
2901,2500304,1
2900,2500304,1
2381,2502400,1
2904,2500304,1
2385,2502400,1
2905,2500304,1
3217,2500300,1
2870,2500304,1
5861,2500200,1
5848,2500200,1
5827,2500200,1
5815,2500200,1
5831,2500200,1
639,2500506,1
1587,2500504,1
1596,2502400,1
1594,2502400,1
1606,2502400,1
277,2503301,1
2386,2502400,1
2384,2502400,1
2370,2502400,1
2399,2500304,1
936,2500505,1
3035,2500302,1
2797,2500302,1
2960,2500300,1
2990,2500300,1
2974,2500302,1
2881,2500302,1
2975,2500302,1
2952,2500302,1
2932,2500304,1
2929,2500304,1
1589,2500504,1
2902,2500304,1
2908,2500304,1
2898,2500304,1
5856,2500200,1
5859,2500200,1
5819,2500200,1
5849,2500200,1
931,2500505,1
5830,2500200,1
1573,2500504,1
930,2500505,1
1599,2502400,1
26,2503301,1
2342,2502400,1
2751,2500302,1
2341,2502400,1
2390,2503601,1
2372,2502400,1
2400,2500304,1
271,2503305,1
2378,2502400,1
2798,2500304,1
2837,2500304,1
2796,2500304,1
3230,2500300,1
2970,2500300,1
2980,2500300,1
274,2503301,1
2874,2500302,1
2938,2500304,1
278,2503301,1
2927,2500304,1
324,2503304,1
2930,2500304,1
2897,2500304,1
992,2500503,1
2784,2500304,1
1576,2500504,1
746,2503400,1
2911,2500304,1
2918,2500304,1
5233,2500200,1
1578,2500504,1
5847,2500200,1
1598,2502400,1
6060,2500100,1
6020,2500100,1
5835,2500200,1
2934,2500304,1
2082,2500502,1
1575,2500504,1
2971,2500300,1
2343,2502400,1
2387,2503601,1
2344,2502400,1
2892,2500304,1
2388,2503601,1
2391,2503601,1
2376,2502400,1
3229,2500300,1
938,2500505,1
2873,2500302,1
2865,2500302,1
932,2500505,1
2928,2500304,1
238,2503301,1
2910,2500304,1
242,2503301,1
2758,2500304,1
2919,2500304,1
241,2503301,1
2783,2500304,1
2920,2500304,1
2921,2500304,1
2896,2500304,1
5224,2500200,1
1577,2500504,1
5232,2500200,1
6052,2500100,1
6100,2500100,1
247,2503301,1
5834,2500200,1
2083,2500502,1
1528,2500504,1
1529,2500504,1
2345,2502400,1
2347,2503601,1
2346,2503601,1
2864,2500302,1
2393,2503601,1
2863,2500302,1
3220,2500300,1
3069,2500300,1
2982,2500300,1
207,2503301,1
2931,2500304,1
2838,2500304,1
213,2503301,1
2923,2500304,1
2922,2500304,1
226,2503301,1
2895,2500304,1
5236,2500200,1
2909,2500304,1
6066,2500100,1
6128,2500100,1
6101,2500100,1
216,2503301,1
6005,2500100,1
2752,2500302,1
2937,2500302,1
217,2503301,1
6032,2500100,1
6002,2500100,1
6102,2500100,1
6089,2500100,1
927,2500505,1
6061,2500100,1
6008,2500100,1
214,2503301,1
6049,2500100,1
5832,2500200,1
6009,2500100,1
219,2503301,1
2128,2500502,1
2120,2500502,1
1139,2500704,1
1143,2500703,1
1580,2500504,1
1145,2500703,1
1144,2500703,1
1531,2500504,1
1530,2500504,1
2348,2503601,1
2356,2503601,1
2357,2503601,1
2395,2503601,1
231,2503301,1
3226,2500300,1
2822,2500300,1
2862,2500302,1
732,2503400,1
1434,2501400,1
1415,2500503,1
1469,2503500,1
972,2500503,1
973,2500503,1
1468,2503500,1
1414,2500503,1
734,2503400,1
1505,2503500,1
1507,2503500,1
1579,2500504,1
1572,2500504,1
1549,2501400,1
1550,2500504,1
1574,2500504,1
1582,2500504,1
1571,2500504,1
1565,2500504,1
1564,2500504,1
1567,2500504,1
1522,2500504,1
1523,2500504,1
1524,2500504,1
1535,2500504,1
1532,2500504,1
1533,2500504,1
1517,2500504,1
737,2503400,1
1526,2500504,1
1527,2500504,1
1536,2500504,1
1513,2500504,1
1516,2500504,1
1515,2500504,1
1478,2503500,1
1481,2503500,1
2349,2503601,1
215,2503301,1
2358,2503601,1
1474,2503500,1
1477,2503500,1
2359,2503601,1
1021,2503400,1
1483,2503500,1
2367,2503601,1
2355,2503601,1
2360,2503601,1
1030,2503400,1
2363,2503601,1
1487,2503500,1
1475,2503500,1
2364,2503601,1
1485,2503500,1
1673,2503601,1
2456,2503601,1
302,2503305,1
2365,2503601,1
2354,2503601,1
1019,2503400,1
2361,2503601,1
1029,2503400,1
1031,2503400,1
1488,2503500,1
1486,2503500,1
2458,2503601,1
1489,2503500,1
1671,2503601,1
1035,2503400,1
2457,2503601,1
2353,2503601,1
2362,2503601,1
1037,2503400,1
1025,2503400,1
1032,2503400,1
1490,2503500,1
1000,2503400,1
1491,2503500,1
1051,2503400,1
447,2503305,1
210,2503301,1
444,2503305,1
2417,2503601,1
2352,2503601,1
232,2503301,1
1024,2503400,1
1034,2503400,1
1033,2503400,1
744,2503400,1
1045,2503400,1
1048,2503400,1
755,2503400,1
227,2503301,1
442,2503305,1
443,2503305,1
2419,2503601,1
1036,2503400,1
1046,2503400,1
1042,2503400,1
999,2503400,1
754,2503400,1
2422,2503601,1
1013,2503400,1
1020,2503400,1
1018,2503400,1
1038,2503400,1
121,2503302,1
1047,2503400,1
1041,2503400,1
751,2503400,1
1014,2503400,1
1015,2503400,1
1017,2503400,1
211,2503301,1
209,2503301,1
750,2503400,1
753,2503400,1
1039,2503400,1
1043,2503400,1
740,2503400,1
749,2503400,1
752,2503400,1
309,2503305,1
347,2503305,1
346,2503305,1
3227,2500300,1
2979,2500300,1
1470,2503500,1
1471,2503500,1
230,2503301,1
1473,2503500,1
733,2503400,1
1472,2503500,1
1510,2503500,1
738,2503400,1
1508,2503500,1
974,2500503,1
985,2500503,1
1012,2503400,1
1509,2503500,1
233,2503301,1
986,2500503,1
998,2500503,1
1028,2503400,1
237,2503301,1
1512,2503500,1
1511,2503500,1
1552,2500504,1
731,2503400,1
983,2500503,1
987,2500503,1
995,2500503,1
1027,2503400,1
1553,2500504,1
730,2503400,1
1551,2500504,1
988,2500503,1
989,2500503,1
1026,2503400,1
1563,2500504,1
980,2500503,1
1568,2500504,1
1581,2500504,1
979,2500503,1
736,2503400,1
981,2500503,1
1023,2503400,1
962,2500503,1
1519,2500504,1
1558,2500504,1
977,2500503,1
978,2500503,1
976,2500503,1
964,2500503,1
961,2500503,1
1005,2503400,1
1569,2500504,1
996,2500503,1
1022,2503400,1
1562,2500504,1
975,2500503,1
968,2500503,1
966,2500503,1
965,2500503,1
1001,2503400,1
969,2500503,1
967,2500503,1
1002,2503400,1
935,2500505,1
1521,2500504,1
1570,2500504,1
1003,2503400,1
939,2500505,1
923,2500505,1
239,2503301,1
240,2503301,1
223,2503301,1
208,2503301,1
741,2503400,1
742,2503400,1
745,2503400,1
929,2500505,1
928,2500505,1
922,2500505,1
712,2500506,1
735,2503400,1
284,2503304,1
293,2503304,1
1518,2500504,1
997,2500503,1
937,2500505,1
729,2503400,1
913,2500505,1
911,2500505,1
908,2500505,1
715,2500506,1
714,2500506,1
261,2503301,1
713,2500506,1
711,2500506,1
710,2500506,1
685,2500506,1
243,2503301,1
262,2503301,1
246,2503301,1
212,2503301,1
225,2503301,1
228,2503301,1
218,2503301,1
220,2503301,1
296,2503304,1
301,2503304,1
304,2503305,1
343,2503305,1
912,2500505,1
295,2503304,1
914,2500505,1
910,2500505,1
909,2500505,1
726,2500506,1
725,2500506,1
706,2500506,1
709,2500506,1
708,2500506,1
687,2500506,1
688,2500506,1
245,2503301,1
668,2500506,1
332,2503304,1
333,2503304,1
345,2503305,1
341,2503304,1
342,2503304,1
724,2500506,1
921,2500505,1
915,2500505,1
916,2500505,1
727,2500506,1
344,2503305,1
336,2503304,1
337,2503304,1
920,2500505,1
918,2500505,1
917,2500505,1
893,2500505,1
890,2500505,1
719,2500506,1
720,2500506,1
721,2500506,1
704,2500506,1
312,2503304,1
328,2503304,1
330,2503304,1
338,2503304,1
898,2500505,1
897,2500505,1
894,2500505,1
891,2500505,1
622,2500507,1
618,2500507,1
718,2500506,1
717,2500506,1
716,2500506,1
586,2500507,1
107,2503302,1
116,2503302,1
313,2503304,1
314,2503304,1
323,2503304,1
329,2503304,1
317,2503304,1
331,2503304,1
903,2500505,1
901,2500505,1
900,2500505,1
905,2500505,1
904,2500505,1
628,2500506,1
27,2503302,1
895,2500505,1
892,2500505,1
624,2500507,1
620,2500507,1
619,2500507,1
617,2500507,1
316,2503304,1
132,2503304,1
362,2503303,1
906,2500505,1
578,2500508,1
577,2500508,1
575,2500508,1
558,2500508,1
557,2500508,1
623,2500507,1
621,2500507,1
615,2500507,1
607,2500507,1
583,2500507,1
585,2500507,1
584,2500507,1
661,2500506,1
681,2500506,1
674,2500506,1
663,2500506,1
133,2503303,1
353,2503303,1
576,2500508,1
573,2500508,1
2778,2500300,1
556,2500508,1
555,2500508,1
612,2500507,1
602,2500507,1
610,2500507,1
606,2500507,1
604,2500507,1
2824,2500300,1
581,2500507,1
582,2500507,1
680,2500506,1
675,2500506,1
662,2500506,1
651,2500506,1
650,2500506,1
633,2500506,1
635,2500506,1
636,2500506,1
627,2500506,1
198,2503302,1
192,2503302,1
22,2503301,1
600,2500507,1
2827,2500300,1
21,2503302,1
29,2503302,1
87,2503302,1
89,2503302,1
99,2503302,1
102,2503302,1
113,2503302,1
119,2503302,1
120,2503302,1
130,2503303,1
318,2503303,1
554,2500508,1
553,2500508,1
550,2500508,1
603,2500507,1
588,2500507,1
587,2500507,1
579,2500507,1
676,2500506,1
648,2500506,1
649,2500506,1
632,2500506,1
634,2500506,1
631,2500506,1
629,2500506,1
197,2503302,1
193,2503302,1
1,2503302,1
2,2503302,1
3,2503302,1
79,2503302,1
32,2503302,1
92,2503302,1
90,2503302,1
98,2503302,1
100,2503302,1
101,2503302,1
78,2503302,1
83,2503302,1
114,2503302,1
115,2503302,1
82,2503302,1
20,2503302,1
551,2500508,1
598,2500507,1
599,2500507,1
590,2500507,1
589,2500507,1
205,2503302,1
580,2500507,1
203,2503302,1
647,2500506,1
646,2500506,1
200,2503302,1
196,2503302,1
194,2503302,1
4,2503302,1
96,2503302,1
97,2503302,1
72,2503302,1
596,2500507,1
591,2500507,1
206,2503302,1
202,2503302,1
204,2503302,1
201,2503302,1
207405,3300800,1
195,2503302,1
91,2503302,1
71,2503302,1
74,2503302,1
73,2503302,1
594,2500507,1
86,2503302,1
31,2503302,1
51,2503302,1
61,2503302,1
62,2503302,1
13,2503302,1
84,2503302,1
48,2503302,1
53,2503302,1
55,2503302,1
64,2503302,1
67,2503302,1
11,2503302,1
137,2503303,1
12,2503302,1
41,2503302,1
42,2503302,1
43,2503302,1
49,2503302,1
54,2503302,1
57,2503302,1
56,2503302,1
59,2503302,1
68,2503302,1
7,2503302,1
138,2503303,1
141,2503303,1
35,2503302,1
36,2503302,1
45,2503302,1
5,2503302,1
135,2503303,1
3231,2500300,1
34,2503302,1
38,2503302,1
39,2503302,1
146,2503303,1
1642,2502400,1
1641,2502400,1
5509,2501900,1
1664,2502400,1
1655,2503601,1
5545,2501900,1
1605,2502400,1
1670,2503601,1
1604,2502400,1
2114,2500502,1
1652,2503601,1
2100,2500502,1
5278,2501901,1
1668,2503601,1
5296,2501901,1
1666,2502400,1
1667,2502400,1
1395,2501300,1
5536,2501900,1
1413,2501300,1
1408,2501300,1
1411,2501300,1
2099,2500502,1
1393,2501300,1
2097,2500502,1
2113,2500502,1
1399,2501300,1
1398,2501300,1
2085,2500502,1
1391,2501300,1
2094,2500502,1
2091,2500502,1
1390,2501300,1
2093,2500502,1
1403,2501300,1
1405,2501300,1
2088,2500502,1
2087,2500502,1
2086,2500502,1
5577,2501900,1
2125,2500502,1
2123,2500502,1
2126,2500502,1
2122,2500502,1
5532,2501900,1
2121,2500502,1
2117,2500502,1
207241,3300800,1
207403,3300800,1
207231,3300700,1
207216,3300700,1
2090,2500502,1
2110,2500502,1
6065,2500100,1
207215,3300700,1
2124,2500502,1
2112,2500502,1
2115,2500502,1
2107,2500502,1
2116,2500502,1
2105,2500502,1
2106,2500502,1
2103,2500502,1
2101,2500502,1
5462,2501900,1
2096,2500502,1
2104,2500502,1
2109,2500502,1
5225,2501600,1
6007,2500100,1
6012,2500100,1
5355,2501901,1
6070,2500100,1
6134,2500100,1
6122,2500100,1
6082,2500100,1
6017,2500100,1
6121,2500100,1
5205,2501600,1
6056,2500100,1
6123,2500100,1
6129,2500100,1
6019,2500100,1
5227,2501600,1
5230,2501901,1
5358,2501901,1
2893,2500304,1
5354,2501901,1
2907,2500304,1
5377,2501901,1
5285,2501901,1
5286,2501902,1
5555,2501900,1
5467,2501902,1
5434,2501902,1
6064,2500100,1
6116,2500100,1
5457,2501902,1
5453,2501902,1
5431,2501902,1
5204,2501902,1
6038,2500100,1
6136,2500100,1
6139,2500100,1
5203,2501600,1
2915,2500304,1
5206,2501600,1
5207,2501600,1
5223,2501902,1
5654,2501600,1
5576,2501900,1
207226,3300800,1
5288,2501900,1
5249,2501900,1
5616,2500200,1
5435,2501900,1
5250,2501901,1
5642,2500200,1
5349,2501901,1
5343,2501901,1
5579,2501900,1
5346,2501901,1
5289,2501901,1
207411,3300800,1
5287,2501901,1
5344,2501901,1
6086,2500100,1
5345,2501901,1
5347,2501901,1
5348,2501901,1
5352,2501901,1
207449,3300800,1
5359,2501901,1
5368,2501901,1
5353,2501901,1
5350,2501901,1
5369,2501901,1
207397,3300800,1
5245,2501901,1
5228,2501600,1
207398,3300800,1
5229,2501901,1
6011,2500100,1
5370,2501901,1
5364,2501901,1
207447,3300800,1
5357,2501901,1
5234,2501600,1
5356,2501901,1
6068,2500100,1
5365,2501901,1
5366,2501901,1
5363,2501901,1
5238,2501600,1
6083,2500100,1
5362,2501901,1
6106,2500100,1
5235,2501600,1
6058,2500100,1
6132,2500100,1
5226,2501600,1
6143,2500100,1
6037,2500100,1
207211,3300800,1
6014,2500100,1
6035,2500100,1
6042,2500100,1
6078,2500100,1
6046,2500100,1
6050,2500100,1
6015,2500100,1
6098,2500100,1
207217,3300800,1
207219,3300800,1
6022,2500100,1
6137,2500100,1
6127,2500100,1
6140,2500100,1
6141,2500100,1
6067,2500100,1
6021,2500100,1
6043,2500100,1
207416,3300800,1
6063,2500100,1
6013,2500100,1
6097,2500100,1
6051,2500100,1
6001,2500100,1
207420,3300800,1
6044,2500100,1
6016,2500100,1
6054,2500100,1
6133,2500100,1
6112,2500100,1
6111,2500100,1
6085,2500100,1
207399,3300800,1
6074,2500100,1
6115,2500100,1
6045,2500100,1
6076,2500100,1
6087,2500100,1
207330,3300800,1
6096,2500100,1
6120,2500100,1
207412,3300800,1
6088,2500100,1
6093,2500100,1
6107,2500100,1
6057,2500100,1
207334,3300800,1
6047,2500100,1
6069,2500100,1
207415,3300800,1
6024,2500100,1
6105,2500100,1
6104,2500100,1
6117,2500100,1
6108,2500100,1
5210,2501600,1
6018,2500100,1
6075,2500100,1
6025,2500100,1
6125,2500100,1
6091,2500100,1
6041,2500100,1
6124,2500100,1
6126,2500100,1
6109,2500100,1
6079,2500100,1
6119,2500100,1
6040,2500100,1
6059,2500100,1
6118,2500100,1
6033,2500100,1
5211,2501600,1
5215,2501600,1
5209,2501600,1
5212,2501600,1
5213,2501600,1
5655,2501600,1
5404,2501600,1
5214,2501600,1
5407,2501600,1
5656,2501600,1
5222,2501600,1
5408,2501600,1
5239,2501600,1
5219,2501902,1
5220,2501600,1
5361,2501901,1
5618,2501600,1
5617,2500200,1
5640,2500200,1
5638,2500200,1
5637,2500200,1
5231,2501600,1
207336,3300800,1
5328,2500200,1
207414,3300800,1
207413,3300800,1
5332,2500200,1
5398,2501600,1
5432,2501902,1
5237,2501600,1
207208,3300800,1
207209,3300800,1
5240,2500200,1
5360,2501901,1
5324,2501600,1
5241,2500200,1
207422,3300800,1
6114,2500100,1
5340,2501901,1
5448,2501902,1
5449,2501902,1
5323,2501901,1
5379,2501901,1
5262,2501901,1
5351,2501901,1
5382,2501901,1
5378,2501901,1
5436,2501902,1
5380,2501901,1
5544,2501900,1
5568,2501900,1
5276,2501900,1
5381,2501901,1
5258,2501901,1
5263,2501900,1
5543,2501900,1
5575,2501900,1
5556,2501900,1
5452,2501902,1
5459,2501902,1
5572,2501900,1
207346,3300800,1
207329,3300800,1
207218,3300800,1
207210,3300800,1
207410,3300800,1
207331,3300800,1
207335,3300800,1
5460,2501900,1
207225,3300700,1
207229,3300700,1
5433,2501902,1
5461,2501900,1
5513,2501900,1
5450,2501902,1
