OID_,id,taz,type,town,state,town_state,mpo,in_brmpo,subregion,sector,FID_PUMAs,statefp10,pumace10,geoid10,aland10,awater10,state10,puma10,Shape_Length,Shape_Area
5570,1021,3816,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,3829.410149,821935.897
5571,1483,3759,I,WELLESLEY,MA,"WELLESLEY,MA",BRMPO,1,METROWEST,West,43,25,3500,2503500,248623881,8323294,25,3500,5501.328221,667962.6494
5572,2367,3760,I,FRANKLIN,MA,"FRANKLIN,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,9715.747901,4158814.74
5573,2355,3761,I,FRANKLIN,MA,"FRANKLIN,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,6222.965016,1786553.645
5574,2360,3762,I,FRANKLIN,MA,"FRANKLIN,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,7897.172703,3726022.601
5575,1030,3763,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,5923.831342,1170538.314
5576,1030,3763,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,43,25,3500,2503500,248623881,8323294,25,3500,3227.108762,7772.197537
5577,2363,3781,I,FRANKLIN,MA,"FRANKLIN,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,8385.833879,4315170.054
5578,1487,3764,I,WELLESLEY,MA,"WELLESLEY,MA",BRMPO,1,METROWEST,West,40,25,3400,2503400,63680698,1010344,25,3400,573.2088702,1526.374647
5579,1487,3764,I,WELLESLEY,MA,"WELLESLEY,MA",BRMPO,1,METROWEST,West,43,25,3500,2503500,248623881,8323294,25,3500,6261.095444,1278604.377
5580,1475,3765,I,WELLESLEY,MA,"WELLESLEY,MA",BRMPO,1,METROWEST,West,43,25,3500,2503500,248623881,8323294,25,3500,8489.517738,3959026.754
5581,2364,3801,I,FRANKLIN,MA,"FRANKLIN,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,4964.053385,675436.3249
5582,1485,3766,I,WELLESLEY,MA,"WELLESLEY,MA",BRMPO,1,METROWEST,West,43,25,3500,2503500,248623881,8323294,25,3500,7598.807983,2064523.572
5583,1673,3767,I,NORFOLK,MA,"NORFOLK,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,12935.68752,8965659.845
5584,2456,3768,I,WRENTHAM,MA,"WRENTHAM,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,15692.37915,9514095.355
5585,302,3825,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,24,25,3305,2503305,44801221,1009163,25,3305,4196.466377,630117.8902
5586,302,3825,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,1636.835953,1623.305382
5587,2365,3769,I,FRANKLIN,MA,"FRANKLIN,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,9166.45245,3786090.725
5588,2354,3770,I,FRANKLIN,MA,"FRANKLIN,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,4096.619528,629405.823
5589,1019,3802,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,3803.837845,875635.1131
5590,2361,3771,I,FRANKLIN,MA,"FRANKLIN,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,6315.399682,2213804.007
5591,1029,3772,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,5074.082856,852765.5037
5592,1031,3773,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,4261.803337,1008551.834
5593,1031,3773,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,43,25,3500,2503500,248623881,8323294,25,3500,616.9607592,1067.626342
5594,1488,3774,I,WELLESLEY,MA,"WELLESLEY,MA",BRMPO,1,METROWEST,West,40,25,3400,2503400,63680698,1010344,25,3400,2343.108264,8797.561041
5595,1488,3774,I,WELLESLEY,MA,"WELLESLEY,MA",BRMPO,1,METROWEST,West,43,25,3500,2503500,248623881,8323294,25,3500,4844.927631,756814.229
5596,1486,3775,I,WELLESLEY,MA,"WELLESLEY,MA",BRMPO,1,METROWEST,West,43,25,3500,2503500,248623881,8323294,25,3500,5550.090543,1587876.849
5597,2458,3778,I,WRENTHAM,MA,"WRENTHAM,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,8347.566758,4001032.577
5598,1489,3776,I,WELLESLEY,MA,"WELLESLEY,MA",BRMPO,1,METROWEST,West,43,25,3500,2503500,248623881,8323294,25,3500,5939.296862,1780083.174
5599,1671,3777,I,NORFOLK,MA,"NORFOLK,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,12813.19362,7273957.68
5600,1035,3803,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,3168.815965,225965.2729
5601,2457,3779,I,WRENTHAM,MA,"WRENTHAM,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,11777.9193,5268433.921
5602,2353,3780,I,FRANKLIN,MA,"FRANKLIN,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,3595.350039,688193.2195
5603,2362,3782,I,FRANKLIN,MA,"FRANKLIN,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,8890.977816,3938862.049
5604,1037,3812,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,4486.909718,946058.096
5605,1025,3783,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,5879.444203,1637621.087
5606,1032,3784,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,4753.451795,744801.2862
5607,1032,3784,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,43,25,3500,2503500,248623881,8323294,25,3500,374.6456905,3746.839413
5608,1490,3785,I,WELLESLEY,MA,"WELLESLEY,MA",BRMPO,1,METROWEST,West,40,25,3400,2503400,63680698,1010344,25,3400,3278.201322,11470.01855
5609,1490,3785,I,WELLESLEY,MA,"WELLESLEY,MA",BRMPO,1,METROWEST,West,43,25,3500,2503500,248623881,8323294,25,3500,3842.407153,382638.1277
5610,1000,3826,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,2655.558096,328769.5823
5611,1000,3826,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,41,25,505,2500505,51336000,2215156,25,505,535.992621,100.076994
5612,1491,3786,I,NEEDHAM,MA,"NEEDHAM,MA",BRMPO,1,ICC/TRIC,West,40,25,3400,2503400,63680698,1010344,25,3400,1708.801614,6347.794867
5613,1491,3786,I,NEEDHAM,MA,"NEEDHAM,MA",BRMPO,1,ICC/TRIC,West,43,25,3500,2503500,248623881,8323294,25,3500,6655.813371,2339741.968
5614,1051,3787,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,24,25,3305,2503305,44801221,1009163,25,3305,3298.646873,404.6213043
5615,1051,3787,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,7823.819121,1993798.484
5616,1051,3787,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,43,25,3500,2503500,248623881,8323294,25,3500,515.973792,931.5694624
5617,447,3788,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,24,25,3305,2503305,44801221,1009163,25,3305,8477.444546,2375252.688
5618,447,3788,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,4241.704223,1219.757611
5619,447,3788,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,43,25,3500,2503500,248623881,8323294,25,3500,372.9490279,1583.066933
5620,210,3918,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,23,25,3301,2503301,14204949,1567985,25,3301,3128.876646,613056.8524
5621,210,3918,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,1225.125406,3534.183178
5622,444,3789,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,24,25,3305,2503305,44801221,1009163,25,3305,6868.836779,1644250.338
5623,444,3789,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,43,25,3500,2503500,248623881,8323294,25,3500,412.2649567,734.9655313
5624,444,3789,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,60,25,3602,2503602,146319536,5370619,25,3602,357.3550725,1413.03505
5625,2417,3790,I,FOXBOROUGH,MA,"FOXBOROUGH,MA",BRMPO,1,TRIC,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,8838.42973,3955539.312
5626,2352,3791,I,FRANKLIN,MA,"FRANKLIN,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,5283.211392,1537339.95
5627,232,3919,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,23,25,3301,2503301,14204949,1567985,25,3301,1940.012826,173689.4409
5628,232,3919,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,428.4294779,22.29152118
5629,1024,3792,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,5953.322049,1567811.975
5630,1034,3793,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,4870.741857,1276717.315
5631,1033,3794,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,4756.395865,1126825.484
5632,744,3952,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,1751.036248,190773.108
5633,1045,3795,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,4864.56343,1090146.754
5634,1045,3795,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,43,25,3500,2503500,248623881,8323294,25,3500,606.2443507,2010.646406
5635,1048,3796,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,5246.059368,1295652.285
5636,755,3797,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,24,25,3305,2503305,44801221,1009163,25,3305,1959.127376,1422.424061
5637,755,3797,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,7533.174509,2052822.678
5638,227,3975,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,23,25,3301,2503301,14204949,1567985,25,3301,2109.622317,223012.3899
5639,442,3798,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,24,25,3305,2503305,44801221,1009163,25,3305,4060.56504,493905.1638
5640,442,3798,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,1048.103892,1302.206886
5641,443,3799,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,24,25,3305,2503305,44801221,1009163,25,3305,3617.707111,705652.0354
5642,2419,3800,I,FOXBOROUGH,MA,"FOXBOROUGH,MA",BRMPO,1,TRIC,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,13604.73386,7987498.277
5643,1036,3804,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,4667.996674,1043893.237
5644,1046,3805,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,2765.533227,384846.5367
5645,1046,3805,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,43,25,3500,2503500,248623881,8323294,25,3500,1887.953455,5987.697347
5646,1042,3806,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,5965.630644,1715195.658
5647,999,3827,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,23,25,3301,2503301,14204949,1567985,25,3301,272.8275292,290.7484002
5648,999,3827,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,4268.495275,421297.0086
5649,999,3827,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,41,25,505,2500505,51336000,2215156,25,505,1437.030914,915.592686
5650,754,3807,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,24,25,3305,2503305,44801221,1009163,25,3305,1799.369642,1534.344274
5651,754,3807,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,8011.740425,2853465.613
5652,2422,3808,I,FOXBOROUGH,MA,"FOXBOROUGH,MA",BRMPO,1,TRIC,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,7854.670935,2527651.712
5653,1013,3828,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,23,25,3301,2503301,14204949,1567985,25,3301,972.8780427,2148.780834
5654,1013,3828,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,3904.812438,650926.9958
5655,1020,3809,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,4930.99887,1193072.144
5656,1018,3810,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,4520.668341,807404.8994
5657,1038,3811,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,23,25,3301,2503301,14204949,1567985,25,3301,0.016763191,1.724E-05
5658,1038,3811,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,5948.80959,1312350.791
5659,121,4257,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,21,25,3302,2503302,24841250,6237419,25,3302,1508.819054,120931.3459
5660,1047,3813,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,6644.086987,2152391.858
5661,1047,3813,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,43,25,3500,2503500,248623881,8323294,25,3500,2175.477536,6916.068589
5662,1041,3814,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,3423.772948,419011.4202
5663,751,3815,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,24,25,3305,2503305,44801221,1009163,25,3305,1479.105159,3050.65451
5664,751,3815,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,6748.752821,2470641.338
5665,1014,3817,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,23,25,3301,2503301,14204949,1567985,25,3301,754.8830333,315.0067438
5666,1014,3817,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,4252.220272,698715.8258
5667,1015,3818,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,23,25,3301,2503301,14204949,1567985,25,3301,1003.415201,241.5783989
5668,1015,3818,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,5153.275352,1540273.164
5669,1017,3819,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,1672.075096,150855.6032
5670,211,3820,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,23,25,3301,2503301,14204949,1567985,25,3301,3576.732776,481214.0758
5671,211,3820,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,1910.327554,6453.458483
5672,209,3829,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,23,25,3301,2503301,14204949,1567985,25,3301,3358.481104,633009.643
5673,209,3829,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,745.5713036,130.0857624
5674,750,3821,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,23,25,3301,2503301,14204949,1567985,25,3301,1576.857521,16155.68954
5675,750,3821,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,5827.950472,1151002.088
5676,753,3822,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,4525.853548,822324.9074
5677,1039,3823,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,3525.398133,508187.957
5678,1043,3824,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,4388.82819,990081.1092
5679,740,3832,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,23,25,3301,2503301,14204949,1567985,25,3301,235.4012365,18.18586702
5680,740,3832,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,3788.106545,236436.5172
5681,749,3833,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,3957.654147,738298.7784
5682,752,3834,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,6093.693927,1556227.42
5683,309,3840,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,24,25,3305,2503305,44801221,1009163,25,3305,3053.60169,396531.3948
5684,347,3841,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,24,25,3305,2503305,44801221,1009163,25,3305,2018.631141,229474.9967
5685,346,3842,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,22,25,3304,2503304,17423232,11087,25,3304,3439.205817,1069.197213
5686,346,3842,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,24,25,3305,2503305,44801221,1009163,25,3305,6085.163941,1858888.411
5687,3227,3844,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0, ,,64,25,300,2500300,96790113,2810196,25,300,5260.749147,799779.9041
5688,2979,3845,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0, ,,64,25,300,2500300,96790113,2810196,25,300,2628.164343,415015.1096
5689,1470,3846,I,WESTON,MA,"WESTON,MA",BRMPO,1,METROWEST,West,43,25,3500,2503500,248623881,8323294,25,3500,11484.08177,6201792.304
5690,1471,3847,I,WESTON,MA,"WESTON,MA",BRMPO,1,METROWEST,West,42,25,503,2500503,178151310,5924094,25,503,1877.396847,7940.144095
5691,1471,3847,I,WESTON,MA,"WESTON,MA",BRMPO,1,METROWEST,West,43,25,3500,2503500,248623881,8323294,25,3500,10115.8086,4382512.901
5692,230,3976,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,23,25,3301,2503301,14204949,1567985,25,3301,1883.049947,187729.1651
5693,1473,3848,I,WESTON,MA,"WESTON,MA",BRMPO,1,METROWEST,West,40,25,3400,2503400,63680698,1010344,25,3400,1741.234406,5141.404409
5694,1473,3848,I,WESTON,MA,"WESTON,MA",BRMPO,1,METROWEST,West,42,25,503,2500503,178151310,5924094,25,503,425.8333257,1519.595781
5695,1473,3848,I,WESTON,MA,"WESTON,MA",BRMPO,1,METROWEST,West,43,25,3500,2503500,248623881,8323294,25,3500,12680.41722,6991701.879
5696,733,3920,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,23,25,3301,2503301,14204949,1567985,25,3301,629.6473659,41.26650998
5697,733,3920,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,2891.058749,476412.7428
5698,1472,3849,I,WESTON,MA,"WESTON,MA",BRMPO,1,METROWEST,West,39,25,504,2500504,157623557,9595457,25,504,625.5531751,2990.130822
5699,1472,3849,I,WESTON,MA,"WESTON,MA",BRMPO,1,METROWEST,West,43,25,3500,2503500,248623881,8323294,25,3500,8964.77252,3618058.272
5700,1510,3850,I,WAYLAND,MA,"WAYLAND,MA",BRMPO,1,METROWEST,West,39,25,504,2500504,157623557,9595457,25,504,1069.916127,251.6100748
5701,1510,3850,I,WAYLAND,MA,"WAYLAND,MA",BRMPO,1,METROWEST,West,43,25,3500,2503500,248623881,8323294,25,3500,9813.745935,5560337.199
5702,738,3921,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,2501.539695,198762.49
5703,1508,3851,I,WAYLAND,MA,"WAYLAND,MA",BRMPO,1,METROWEST,West,43,25,3500,2503500,248623881,8323294,25,3500,9090.532882,4380592.384
5704,974,3852,I,WALTHAM,MA,"WALTHAM,MA",BRMPO,1,ICC,Northwest,42,25,503,2500503,178151310,5924094,25,503,6943.948441,1320831.183
5705,974,3852,I,WALTHAM,MA,"WALTHAM,MA",BRMPO,1,ICC,Northwest,43,25,3500,2503500,248623881,8323294,25,3500,4046.544621,11850.0642
5706,985,3853,I,WALTHAM,MA,"WALTHAM,MA",BRMPO,1,ICC,Northwest,40,25,3400,2503400,63680698,1010344,25,3400,449.5960417,1088.799267
5707,985,3853,I,WALTHAM,MA,"WALTHAM,MA",BRMPO,1,ICC,Northwest,42,25,503,2500503,178151310,5924094,25,503,4694.033109,832704.5466
5708,985,3853,I,WALTHAM,MA,"WALTHAM,MA",BRMPO,1,ICC,Northwest,43,25,3500,2503500,248623881,8323294,25,3500,1901.669688,6635.761282
5709,1012,3854,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,5370.288588,1225151.801
5710,1012,3854,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,42,25,503,2500503,178151310,5924094,25,503,1290.089459,4983.459016
5711,1012,3854,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,43,25,3500,2503500,248623881,8323294,25,3500,1812.313129,3226.74941
5712,1509,3855,I,WAYLAND,MA,"WAYLAND,MA",BRMPO,1,METROWEST,West,39,25,504,2500504,157623557,9595457,25,504,2405.361724,7120.236949
5713,1509,3855,I,WAYLAND,MA,"WAYLAND,MA",BRMPO,1,METROWEST,West,43,25,3500,2503500,248623881,8323294,25,3500,11294.6223,4902216.248
5714,1509,3855,I,WAYLAND,MA,"WAYLAND,MA",BRMPO,1,METROWEST,West,51,25,1400,2501400,426649279,12701573,25,1400,1107.027117,1594.078952
5715,233,3977,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,23,25,3301,2503301,14204949,1567985,25,3301,1379.713978,93348.70298
5716,233,3977,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,335.5797334,12.23294851
5717,986,3856,I,WALTHAM,MA,"WALTHAM,MA",BRMPO,1,ICC,Northwest,40,25,3400,2503400,63680698,1010344,25,3400,94.11135217,137.9259813
5718,986,3856,I,WALTHAM,MA,"WALTHAM,MA",BRMPO,1,ICC,Northwest,42,25,503,2500503,178151310,5924094,25,503,5265.805605,990933.5211
5719,998,3857,I,WALTHAM,MA,"WALTHAM,MA",BRMPO,1,ICC,Northwest,40,25,3400,2503400,63680698,1010344,25,3400,1163.61635,2830.088832
5720,998,3857,I,WALTHAM,MA,"WALTHAM,MA",BRMPO,1,ICC,Northwest,42,25,503,2500503,178151310,5924094,25,503,4433.122587,677478.7902
5721,1028,3858,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,5540.544244,1428921.605
5722,1028,3858,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,43,25,3500,2503500,248623881,8323294,25,3500,103.523692,3.872435243
5723,237,3978,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,23,25,3301,2503301,14204949,1567985,25,3301,1887.989466,55756.82389
5724,237,3978,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,896.8226817,1760.380113
5725,1512,3859,I,WAYLAND,MA,"WAYLAND,MA",BRMPO,1,METROWEST,West,39,25,504,2500504,157623557,9595457,25,504,1526.611504,1896.946315
5726,1512,3859,I,WAYLAND,MA,"WAYLAND,MA",BRMPO,1,METROWEST,West,43,25,3500,2503500,248623881,8323294,25,3500,7162.178094,2540537.195
5727,1511,3860,I,WAYLAND,MA,"WAYLAND,MA",BRMPO,1,METROWEST,West,39,25,504,2500504,157623557,9595457,25,504,5499.665776,8576.755683
5728,1511,3860,I,WAYLAND,MA,"WAYLAND,MA",BRMPO,1,METROWEST,West,43,25,3500,2503500,248623881,8323294,25,3500,7226.843243,2616169.191
5729,1552,3861,I,FRAMINGHAM,MA,"FRAMINGHAM,MA",BRMPO,1,METROWEST,West,39,25,504,2500504,157623557,9595457,25,504,8117.369013,2331623.208
5730,731,3979,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,23,25,3301,2503301,14204949,1567985,25,3301,485.0644825,222.1215521
5731,731,3979,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,2445.926484,346641.3102
5732,983,3862,I,WALTHAM,MA,"WALTHAM,MA",BRMPO,1,ICC,Northwest,42,25,503,2500503,178151310,5924094,25,503,5939.309462,1088832.632
5733,987,3863,I,WALTHAM,MA,"WALTHAM,MA",BRMPO,1,ICC,Northwest,42,25,503,2500503,178151310,5924094,25,503,2475.130858,306440.0134
5734,995,3864,I,WALTHAM,MA,"WALTHAM,MA",BRMPO,1,ICC,Northwest,42,25,503,2500503,178151310,5924094,25,503,2328.118228,312464.3128
5735,1027,3865,I,NEWTON,MA,"NEWTON,MA",BRMPO,1,ICC,West,40,25,3400,2503400,63680698,1010344,25,3400,5614.669762,1060539.192
5736,1553,3866,I,FRAMINGHAM,MA,"FRAMINGHAM,MA",BRMPO,1,METROWEST,West,39,25,504,2500504,157623557,9595457,25,504,8762.50816,3205473.833
5737,730,3980,I,BROOKLINE,MA,"BROOKLINE,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,2747.056514,355835.907
5738,1551,3867,I,FRAMINGHAM,MA,"FRAMINGHAM,MA",BRMPO,1,METROWEST,West,39,25,504,2500504,157623557,9595457,25,504,5626.659917,1103043.844
