OID_,id,GISMATCH,GEOID,STATEFIP,State_1,PUMA,Name,pumaArea,Shape_Length,Shape_Area,AreaMi
2870,1949,2500703,2500703,25,Massachusetts,00703,"Essex County (East)--Salem, Beverly, Gloucester & Newburyport Cities PUMA",186.877446297999995,7863.488439872653544,3521047.270995452068746,1.359483951837699
2871,207134,3301000,3301000,33,New Hampshire,01000,Seacoast Region--Rockingham County (Southern)--Portsmouth City PUMA,0.000000000000000,4736.616783120183754,1149008.712120548356324,0.443634743991372
2872,515,2500508,2500508,25,Massachusetts,00508,Middlesex County (East)--Malden & Medford Cities PUMA,13.740071385200000,318.362855358133345,9.828614141053922,0.000003794849136
2873,515,2500507,2500507,25,Massachusetts,00507,Middlesex County (East)--Somerville & Everett Cities PUMA,7.759106944520000,2499.105300472993349,398545.307343393506017,0.153879203462210
2874,207058,3301000,3301000,33,New Hampshire,01000,Seacoast Region--Rockingham County (Southern)--Portsmouth City PUMA,0.000000000000000,12345.701387645452996,8048280.643918734043837,3.107458529575541
2875,207143,3301000,3301000,33,New Hampshire,01000,Seacoast Region--Rockingham County (Southern)--Portsmouth City PUMA,0.000000000000000,5629.336479572777534,1691009.449688768247142,0.652902398725208
2876,123,2503302,2503302,25,Massachusetts,03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA",9.797811287320000,1428.650699510770892,125144.646393411356257,0.048318618108796
2877,207059,3301000,3301000,33,New Hampshire,01000,Seacoast Region--Rockingham County (Southern)--Portsmouth City PUMA,0.000000000000000,14864.575323585084334,7805883.449989158660173,3.013868449762558
2878,207060,3301000,3301000,33,New Hampshire,01000,Seacoast Region--Rockingham County (Southern)--Portsmouth City PUMA,0.000000000000000,20796.324126475312369,16352069.408197160810232,6.313569295959880
2879,125,2503302,2503302,25,Massachusetts,03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA",9.797811287320000,967.678749248965346,57563.721592456284270,0.022225477163467
2880,207055,3301000,3301000,33,New Hampshire,01000,Seacoast Region--Rockingham County (Southern)--Portsmouth City PUMA,0.000000000000000,13469.029945191352454,8698022.834451537579298,3.358325391868898
2881,207133,3301000,3301000,33,New Hampshire,01000,Seacoast Region--Rockingham County (Southern)--Portsmouth City PUMA,0.000000000000000,8982.814576036895232,4143112.195363609585911,1.599664561920946
2882,126,2503302,2503302,25,Massachusetts,03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA",9.797811287320000,1010.950364738137523,63527.919066938171454,0.024528266682637
2883,207073,3301000,3301000,33,New Hampshire,01000,Seacoast Region--Rockingham County (Southern)--Portsmouth City PUMA,0.000000000000000,7797.326143128291733,2548040.701419986784458,0.983804014999894
2884,207145,3301000,3301000,33,New Hampshire,01000,Seacoast Region--Rockingham County (Southern)--Portsmouth City PUMA,0.000000000000000,2766.430438848275116,490118.977684043173213,0.189235995250976
2885,2078,2501300,2501300,25,Massachusetts,01300,"Billerica, Andover, Tewksbury & Wilmington Towns PUMA",96.765960778400000,6.201758167672748,0.274565761140598,0.000000106010433
2886,2078,2500701,2500701,25,Massachusetts,00701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",66.072327133599998,10355.628772456260776,5025890.693557866849005,1.940507245632825
2887,3394,2500301,2500301,25,Massachusetts,00301,"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities PUMA",145.813763724000012,4771.979999034816501,1009068.143085972522385,0.389603388212455
2888,2077,2501300,2501300,25,Massachusetts,01300,"Billerica, Andover, Tewksbury & Wilmington Towns PUMA",96.765960778400000,3239.374572887727936,2442.496881573244536,0.000943053318331
2889,2077,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,2751.512741416494464,1142.194039699821587,0.000441003584260
2890,2077,2500701,2500701,25,Massachusetts,00701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",66.072327133599998,12638.715528895969328,5132759.969881609082222,1.981769703908644
2891,1341,2501300,2501300,25,Massachusetts,01300,"Billerica, Andover, Tewksbury & Wilmington Towns PUMA",96.765960778400000,14933.501303339495280,12086789.165113827213645,4.666735387103313
2892,1341,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,3263.595545623072667,51543.263682733922906,0.019900965368808
2893,1341,2500701,2500701,25,Massachusetts,00701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",66.072327133599998,2090.813069488583096,2338.761362802057192,0.000903000810611
2894,1320,2501300,2501300,25,Massachusetts,01300,"Billerica, Andover, Tewksbury & Wilmington Towns PUMA",96.765960778400000,2311.136064173439081,273830.596617623057682,0.105726584442746
2895,2150,2501300,2501300,25,Massachusetts,01300,"Billerica, Andover, Tewksbury & Wilmington Towns PUMA",96.765960778400000,2185.500296860293020,18183.284087520925823,0.007020605236493
2896,2150,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,12729.196227184014788,6859937.291202355176210,2.648636595942657
2897,2150,2500701,2500701,25,Massachusetts,00701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",66.072327133599998,2450.500996621288323,835.290341776217474,0.000322507404011
2898,1251,2501000,2501000,25,Massachusetts,01000,"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns PUMA",64.910534448400000,9895.702166924796984,4241749.787006905302405,1.637748748972792
2899,1251,2500702,2500702,25,Massachusetts,00702,Essex County (Central)--Amesbury Town City PUMA,162.357412583000013,7096.569092170086151,3433.037303130771761,0.001325503113267
2900,1258,2500702,2500702,25,Massachusetts,00702,Essex County (Central)--Amesbury Town City PUMA,162.357412583000013,10989.571119405311038,4403926.726015969179571,1.700365615198121
2901,2152,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,13109.283620800104472,5721209.862143140286207,2.208971477534366
2902,2163,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,7329.031269660872567,2477965.723510831594467,0.956747914765845
2903,2163,3300900,3300900,33,New Hampshire,00900,Hillsborough County (Southeastern)--Greater Nashua City PUMA,0.000000000000000,2199.110880165469553,4739.521160847259125,0.001829939350898
2904,2153,2500502,2500502,25,Massachusetts,00502,Middlesex County (Far Northeast)--Lowell City PUMA,14.525825064899999,515.690578922175291,303.622535358731795,0.000117229316299
2905,2153,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,11972.819318358931923,4098634.999008811544627,1.582491820400215
2906,2153,3300900,3300900,33,New Hampshire,00900,Hillsborough County (Southeastern)--Greater Nashua City PUMA,0.000000000000000,4607.383641775697470,68298.388001584578888,0.026370155035802
2907,2154,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,8222.012004493895802,3473478.093520442955196,1.341117389732126
2908,2154,3300900,3300900,33,New Hampshire,00900,Hillsborough County (Southeastern)--Greater Nashua City PUMA,0.000000000000000,2835.858431740711239,32143.930595283181901,0.012410840988487
2909,2166,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,10569.158439358752730,3729973.569310306571424,1.440150846603812
2910,1260,2500703,2500703,25,Massachusetts,00703,"Essex County (East)--Salem, Beverly, Gloucester & Newburyport Cities PUMA",186.877446297999995,2795.166694515259223,1359.452183771091541,0.000524887422657
2911,1260,2500702,2500702,25,Massachusetts,00702,Essex County (Central)--Amesbury Town City PUMA,162.357412583000013,18320.583581316881464,12024475.184104856103659,4.642675824525255
2912,2159,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,7698.781867929987129,2682181.861437639687210,1.035596206438816
2913,2159,3300900,3300900,33,New Hampshire,00900,Hillsborough County (Southeastern)--Greater Nashua City PUMA,0.000000000000000,2768.176138310872375,22957.808138052740105,0.008864059278655
2914,2161,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,7671.113914138612017,3341147.413409803062677,1.290024228493390
2915,2161,3300900,3300900,33,New Hampshire,00900,Hillsborough County (Southeastern)--Greater Nashua City PUMA,0.000000000000000,1536.916018059982662,6147.413301918702018,0.002373529545631
2916,50,2503302,2503302,25,Massachusetts,03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA",9.797811287320000,933.257266230738765,52892.712134924026032,0.020421990329108
2917,2164,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,7946.773149811032454,2781142.296528784558177,1.073805044042764
2918,207247,3300600,3300600,33,New Hampshire,00600,Hillsborough County (Western) PUMA,0.000000000000000,9894.171778797324805,5844495.440046301111579,2.256572305286105
2919,2081,2500502,2500502,25,Massachusetts,00502,Middlesex County (Far Northeast)--Lowell City PUMA,14.525825064899999,8755.424401617701733,3316434.629497408866882,1.280482569279984
2920,2081,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,6881.699137062183581,1279.270119768999621,0.000493928954666
2921,2167,2500502,2500502,25,Massachusetts,00502,Middlesex County (Far Northeast)--Lowell City PUMA,14.525825064899999,1480.032933601985405,520.954212275011628,0.000201141545887
2922,2167,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,7609.462122879226627,2997838.693906394299120,1.157471990829485
2923,2146,2500502,2500502,25,Massachusetts,00502,Middlesex County (Far Northeast)--Lowell City PUMA,14.525825064899999,1838.218902935012920,82.950551328912709,0.000032027386925
2924,2146,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,7373.431851218383599,1777764.108180307550356,0.686398559636750
2925,2144,2500502,2500502,25,Massachusetts,00502,Middlesex County (Far Northeast)--Lowell City PUMA,14.525825064899999,782.968591793886844,694.336786048276508,0.000268084931883
2926,2144,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,6245.175901249594972,1748167.280940286582336,0.674971160751887
2927,2141,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,9190.698946779142716,4528106.656256325542927,1.748311754317793
2928,58,2503302,2503302,25,Massachusetts,03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA",9.797811287320000,421.372789511454187,11015.987428101618207,0.004253296525018
2929,2142,2500502,2500502,25,Massachusetts,00502,Middlesex County (Far Northeast)--Lowell City PUMA,14.525825064899999,865.648454179527448,114.586456698234315,0.000044242078277
2930,2142,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,8314.910022456773731,1524295.213053848361596,0.588533672092359
2931,2135,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,9982.219313305542528,2733016.516021194402128,1.055223576304833
2932,2180,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,13589.254961140451996,8846888.830995980650187,3.415802874475737
2933,207245,3300600,3300600,33,New Hampshire,00600,Hillsborough County (Western) PUMA,0.000000000000000,45807.317831369815394,98579947.026539206504822,38.061930340884537
2934,1191,2501000,2501000,25,Massachusetts,01000,"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns PUMA",64.910534448400000,2358.548429257104999,392.836009427397983,0.000151674831213
2935,1191,2500703,2500703,25,Massachusetts,00703,"Essex County (East)--Salem, Beverly, Gloucester & Newburyport Cities PUMA",186.877446297999995,727.921288096120747,108.740737398827036,0.000041985033437
2936,1191,2500702,2500702,25,Massachusetts,00702,Essex County (Central)--Amesbury Town City PUMA,162.357412583000013,11254.822323470461924,6660054.348095360212028,2.571461360143217
2937,2218,2501400,2501400,25,Massachusetts,01400,Middlesex (West Central) & Worcester (East) Counties PUMA,169.634299147000007,1627.349101554733579,5600.986157331539289,0.002162552845593
2938,2218,2500400,2500400,25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA",567.166787696000029,9283.995567867579666,2230524.639977226033807,0.861210378289044
2939,2217,2500400,2500400,25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA",567.166787696000029,5093.404801112924360,1073505.087056002812460,0.414482631372390
2940,2233,2500400,2500400,25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA",567.166787696000029,28451.356713040600880,24488852.699153274297714,9.455198888597707
2941,519,2500508,2500508,25,Massachusetts,00508,Middlesex County (East)--Malden & Medford Cities PUMA,13.740071385200000,922.025068645688407,650.143814688508542,0.000251021930247
2942,519,2500507,2500507,25,Massachusetts,00507,Middlesex County (East)--Somerville & Everett Cities PUMA,7.759106944520000,4378.284807762347555,789605.743889013654552,0.304868482152613
2943,519,2503306,2503306,25,Massachusetts,03306,"Suffolk County (North)--Revere, Chelsea & Winthrop Town Cities PUMA",11.202662552500000,11.899436213424533,0.133791068243894,0.000000051657020
2944,3339,2500400,2500400,25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA",567.166787696000029,13566.150908551608154,11222311.787829285487533,4.332958805679338
2945,207252,3300900,3300900,33,New Hampshire,00900,Hillsborough County (Southeastern)--Greater Nashua City PUMA,0.000000000000000,5961.578596265842862,970160.271180746029131,0.374580974883605
2946,207263,3300900,3300900,33,New Hampshire,00900,Hillsborough County (Southeastern)--Greater Nashua City PUMA,0.000000000000000,4093.633475250651827,837149.809808260994032,0.323225348632300
2947,3342,2500400,2500400,25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA",567.166787696000029,17581.999733686272521,19726839.166302058845758,7.616575184316988
2948,207227,3300800,3300800,33,New Hampshire,00800,Manchester City PUMA,0.000000000000000,4956.190536343304302,1281661.670243963832036,0.494852337466508
2949,3293,2500400,2500400,25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA",567.166787696000029,23078.881550754347700,21734854.364676829427481,8.391874186896105
2950,3293,2500301,2500301,25,Massachusetts,00301,"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities PUMA",145.813763724000012,1679.625304335137116,2.401399938712293,0.000000927185700
2951,3293,3300600,3300600,33,New Hampshire,00600,Hillsborough County (Western) PUMA,0.000000000000000,8416.639003417658387,19.399497829628768,0.000007490187988
2952,207430,3300700,3300700,33,New Hampshire,00700,Outer Manchester City PUMA,0.000000000000000,1168.652309109135786,2.930551611859964,0.000001131492303
2953,207430,3300800,3300800,33,New Hampshire,00800,Manchester City PUMA,0.000000000000000,3827.670058844259074,553957.404228168423288,0.213884149540813
2954,208066,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,2357.263121020077506,3.284832482244853,0.000001268280912
2955,208066,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,4466.003033963410417,881216.824605727917515,0.340239718168331
2956,207248,3300600,3300600,33,New Hampshire,00600,Hillsborough County (Western) PUMA,0.000000000000000,29380.947537232372270,38838004.933266028761864,14.995437540161538
2957,851,2501000,2501000,25,Massachusetts,01000,"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns PUMA",64.910534448400000,57.081427687334951,3.157458804060873,0.000001219101660
2958,851,2502800,2502800,25,Massachusetts,02800,"Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns PUMA",44.115337218900002,4394.320075347796774,642038.857461521751247,0.247892588766178
2959,207429,3300700,3300700,33,New Hampshire,00700,Outer Manchester City PUMA,0.000000000000000,3128.197618809735104,5.100263597469094,0.000001969222784
2960,207429,3300800,3300800,33,New Hampshire,00800,Manchester City PUMA,0.000000000000000,6457.082341732872919,1854906.710051726317033,0.716183484738749
2961,2133,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,5600.021524273923205,961475.205730291083455,0.371227652365667
2962,60,2503302,2503302,25,Massachusetts,03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA",9.797811287320000,438.695103900386357,10259.095615933631052,0.003961058962519
2963,207426,3300700,3300700,33,New Hampshire,00700,Outer Manchester City PUMA,0.000000000000000,19276.060952928874030,12461672.491473017260432,4.811478648630946
2964,207426,3300400,3300400,33,New Hampshire,00400,Central New Hampshire--Merrimack County (Central)--Concord City PUMA,0.000000000000000,9490.256928811200851,19.194134168229290,0.000007410896635
2965,2134,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,4253.073272770662697,568983.331886190106161,0.219685692644431
2966,2185,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,9452.380537218405152,3273604.441537106875330,1.263945741255587
2967,2179,2501400,2501400,25,Massachusetts,01400,Middlesex (West Central) & Worcester (East) Counties PUMA,169.634299147000007,1112.829166193913125,254.588642386806839,0.000098297224379
2968,2179,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,12076.023499453162003,5686316.481327537447214,2.195499067880871
2969,207448,3300800,3300800,33,New Hampshire,00800,Manchester City PUMA,0.000000000000000,3872.856830742561215,470573.564366589067504,0.181689468978523
2970,2220,2501400,2501400,25,Massachusetts,01400,Middlesex (West Central) & Worcester (East) Counties PUMA,169.634299147000007,3538.735774687605499,15037.169093840780988,0.005805883446253
2971,2220,2500400,2500400,25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA",567.166787696000029,15952.837047555391109,11610846.986825542524457,4.482973084700973
2972,2216,2500400,2500400,25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA",567.166787696000029,10765.533657420457530,3493443.528907920699567,1.348826087432471
2973,3340,2500400,2500400,25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA",567.166787696000029,6729.952368490001390,17.446372789514001,0.000006736082194
2974,3340,2500301,2500301,25,Massachusetts,00301,"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities PUMA",145.813763724000012,11938.092161005475646,7471956.354915708303452,2.884938477542164
2975,207441,3300700,3300700,33,New Hampshire,00700,Outer Manchester City PUMA,0.000000000000000,1388.239940339486111,2.668442045617771,0.000001030291234
2976,207441,3300800,3300800,33,New Hampshire,00800,Manchester City PUMA,0.000000000000000,5350.865078346971131,1380334.922131801722571,0.532950293015747
2977,846,2502800,2502800,25,Massachusetts,02800,"Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns PUMA",44.115337218900002,3707.795789700880960,656431.270301350159571,0.253449530430991
2978,3341,2500400,2500400,25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA",567.166787696000029,15505.617812655604212,10104035.823060071095824,3.901190041779794
2979,845,2500505,2500505,25,Massachusetts,00505,"Middlesex County--Watertown Town City, Arlington, Belmont & Winchester Towns PUMA",20.676223757799999,401.551873372583941,174.259542317434949,0.000067281985444
2980,845,2502800,2502800,25,Massachusetts,02800,"Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns PUMA",44.115337218900002,3332.479915897868977,584018.192681499407627,0.225490684851638
2981,3348,2500400,2500400,25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA",567.166787696000029,7675.953777296532280,19.890917033540553,0.000007679926003
2982,3348,2500301,2500301,25,Massachusetts,00301,"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities PUMA",145.813763724000012,18563.707667567934550,14944112.707252372056246,5.769954174520273
2983,207435,3300800,3300800,33,New Hampshire,00800,Manchester City PUMA,0.000000000000000,7179.643382019053206,1170080.070446771802381,0.451770440925604
2984,3276,2500400,2500400,25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA",567.166787696000029,31063.670029291562969,40656731.979431606829166,15.697651978576692
2985,3276,3300600,3300600,33,New Hampshire,00600,Hillsborough County (Western) PUMA,0.000000000000000,12275.981923108567571,28.324941439231264,0.000010936321032
2986,3345,2500301,2500301,25,Massachusetts,00301,"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities PUMA",145.813763724000012,5410.165836415600097,844626.701612844131887,0.326112192697612
2987,207244,2500400,2500400,25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA",567.166787696000029,22.655545220239929,0.075902480746403,0.000000029306112
2988,207244,3300500,3300500,33,New Hampshire,00500,Southwestern New Hampshire--Cheshire & Sullivan Counties PUMA,0.000000000000000,4094.627238556283373,29948.917703186627477,0.011563341772711
2989,207244,3300600,3300600,33,New Hampshire,00600,Hillsborough County (Western) PUMA,0.000000000000000,32143.046104576133075,46786055.023533903062344,18.064196836615555
2990,842,2500505,2500505,25,Massachusetts,00505,"Middlesex County--Watertown Town City, Arlington, Belmont & Winchester Towns PUMA",20.676223757799999,329.015903708340318,207.255421096919633,0.000080021765466
2991,842,2500508,2500508,25,Massachusetts,00508,Middlesex County (East)--Malden & Medford Cities PUMA,13.740071385200000,3716.957690195961277,3228.542991775270821,0.001246547418233
2992,842,2502800,2502800,25,Massachusetts,02800,"Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns PUMA",44.115337218900002,8806.022913268387128,3758976.626752215903252,1.451348989687916
2993,46,2503302,2503302,25,Massachusetts,03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA",9.797811287320000,672.056554740962270,22369.801373340033024,0.008637028597533
2994,207501,3300500,3300500,33,New Hampshire,00500,Southwestern New Hampshire--Cheshire & Sullivan Counties PUMA,0.000000000000000,32691.986001379253139,37347160.249833151698112,14.419819189761899
2995,207501,3300600,3300600,33,New Hampshire,00600,Hillsborough County (Western) PUMA,0.000000000000000,11260.761717551222318,3919.494293761767494,0.001513325207413
2996,207446,3300800,3300800,33,New Hampshire,00800,Manchester City PUMA,0.000000000000000,3933.298918766714451,723240.490612755180337,0.279244714607109
2997,136,2503303,2503303,25,Massachusetts,03303,Boston City--Dorchester & South Boston PUMA,9.045318757130000,1613.781600919754055,142671.498547052964568,0.055085773558649
2998,207434,3300700,3300700,33,New Hampshire,00700,Outer Manchester City PUMA,0.000000000000000,4956.961549364425082,6.189142146196427,0.000002389641142
2999,207434,3300800,3300800,33,New Hampshire,00800,Manchester City PUMA,0.000000000000000,11896.386836401803521,2830619.886747345793992,1.092908448428107
3000,207223,3300700,3300700,33,New Hampshire,00700,Outer Manchester City PUMA,0.000000000000000,16246.370062100733776,13626509.893625413998961,5.261224884011307
3001,207223,3300400,3300400,33,New Hampshire,00400,Central New Hampshire--Merrimack County (Central)--Concord City PUMA,0.000000000000000,6601.336465358476744,13.369106995460609,0.000005161841069
3002,2136,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,7739.504875242739217,2351257.035540921147913,0.907825416828234
3003,2184,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,3804.811678040276547,645303.705407042754814,0.249153153605421
3004,208362,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,3007.498064323820472,274518.103383162466343,0.105992032288968
3005,2183,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,2994.353314671850512,590249.812707257689908,0.227896726795112
3006,207438,3300700,3300700,33,New Hampshire,00700,Outer Manchester City PUMA,0.000000000000000,818.075369206862320,1.931664420497655,0.000000745819802
3007,207438,3300800,3300800,33,New Hampshire,00800,Manchester City PUMA,0.000000000000000,8920.657018143083405,1396915.580932906130329,0.539352121169740
3008,207222,3300700,3300700,33,New Hampshire,00700,Outer Manchester City PUMA,0.000000000000000,34138.028000246034935,58714898.555722020566463,22.669949073905990
3009,1227,2501000,2501000,25,Massachusetts,01000,"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns PUMA",64.910534448400000,6219.272530040151651,1184634.312984718941152,0.457389865386185
3010,2194,2501400,2501400,25,Massachusetts,01400,Middlesex (West Central) & Worcester (East) Counties PUMA,169.634299147000007,14351.944986942866308,8332441.985534220933914,3.217173836961831
3011,2194,2500501,2500501,25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,133.882845102000005,6743.888447461432406,12628.970265135656518,0.004876072680170
3012,2194,2500400,2500400,25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA",567.166787696000029,2970.001319322698237,435.810655607814340,0.000168267434868
3013,1364,2500503,2500503,25,Massachusetts,00503,"Middlesex County--Waltham City, Lexington, Burlington, Bedford & Lincoln Towns PUMA",71.071924533499995,6778.220342436801729,1681753.061722809448838,0.649328487350782
3014,1364,2502800,2502800,25,Massachusetts,02800,"Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns PUMA",44.115337218900002,901.399797462257197,300.299385873412859,0.000115946241110
3015,2221,2501400,2501400,25,Massachusetts,01400,Middlesex (West Central) & Worcester (East) Counties PUMA,169.634299147000007,3178.907938733881110,2808.955132356137256,0.001084543639992
3016,2221,2500400,2500400,25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA",567.166787696000029,16024.384639104113376,11311893.168588982895017,4.367546370160357
3017,2219,2500400,2500400,25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA",567.166787696000029,21241.029543074324465,14147579.519193293526769,5.462410991220069
3018,1226,2501000,2501000,25,Massachusetts,01000,"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns PUMA",64.910534448400000,7876.543452433315906,3448594.461681538261473,1.331509765765503
3019,3350,2500301,2500301,25,Massachusetts,00301,"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities PUMA",145.813763724000012,16792.212977769588178,8316559.526389425620437,3.211041585202268
3020,37,2503302,2503302,25,Massachusetts,03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA",9.797811287320000,910.499551973279608,45063.890129959334445,0.017399265253754
3021,3279,2500400,2500400,25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA",567.166787696000029,13816.322742779479086,30.289563745027912,0.000011694865945
3022,3279,2500301,2500301,25,Massachusetts,00301,"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities PUMA",145.813763724000012,29269.265003393709776,30381896.656433604657650,11.730515881184337
3023,3277,2500400,2500400,25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA",567.166787696000029,25972.095694182909938,31705877.121293082833290,12.241707596600929
3024,3277,3300500,3300500,33,New Hampshire,00500,Southwestern New Hampshire--Cheshire & Sullivan Counties PUMA,0.000000000000000,4429.137905046796732,10.344457712668317,0.000003994017452
3025,3277,3300600,3300600,33,New Hampshire,00600,Hillsborough County (Western) PUMA,0.000000000000000,4911.542440607456228,343.188480818585276,0.000132505813248
3026,207503,3300500,3300500,33,New Hampshire,00500,Southwestern New Hampshire--Cheshire & Sullivan Counties PUMA,0.000000000000000,29388.545194010057457,40479523.626403965055943,15.629231450952091
3027,207439,3300800,3300800,33,New Hampshire,00800,Manchester City PUMA,0.000000000000000,3101.088605679233751,382742.676914236333687,0.147777773742072
